"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 02 13:59:54 GMT 2022","Wed Nov 02 14:00:55 GMT 2022","61395","","Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 02 14:06:12 GMT 2022","Wed Nov 02 14:06:16 GMT 2022","3947","","Search courses","","","","search course by name",""
"passed","Wed Nov 02 14:06:05 GMT 2022","Wed Nov 02 14:06:10 GMT 2022","4993","","Search courses","","","","open and close course lists",""
"passed","Wed Nov 02 13:59:36 GMT 2022","Wed Nov 02 13:59:39 GMT 2022","3425","","Login test","","","","should move to login page and log in",""
"passed","Wed Nov 02 14:01:13 GMT 2022","Wed Nov 02 14:01:17 GMT 2022","4632","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Wed Nov 02 14:01:43 GMT 2022","Wed Nov 02 14:01:57 GMT 2022","13770","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Wed Nov 02 14:07:01 GMT 2022","Wed Nov 02 14:07:31 GMT 2022","30150","","Authenticated student test","","","","should change language",""
"passed","Wed Nov 02 14:06:16 GMT 2022","Wed Nov 02 14:06:20 GMT 2022","3392","","Search courses","","","","go to curriculums",""
"passed","Wed Nov 02 13:59:47 GMT 2022","Wed Nov 02 13:59:53 GMT 2022","6029","","Register user","","","","can generate a new email address and sign up",""
"passed","Wed Nov 02 14:01:18 GMT 2022","Wed Nov 02 14:01:24 GMT 2022","6229","","Invite user by 2 ways","","","","should invite by user menu",""
"passed","Wed Nov 02 14:04:21 GMT 2022","Wed Nov 02 14:04:33 GMT 2022","11640","","Create course group","","","","should create curriculum",""
"failed","Wed Nov 02 14:04:03 GMT 2022","Wed Nov 02 14:04:15 GMT 2022","11704","","Create course","","","","should create course",""
"failed","Wed Nov 02 14:06:31 GMT 2022","Wed Nov 02 14:07:01 GMT 2022","30193","","Authenticated student test","","","","should scroll page, open course and travel him",""
"passed","Wed Nov 02 14:02:55 GMT 2022","Wed Nov 02 14:03:24 GMT 2022","28660","","Create lessons","","","","should create lesson(text + checkbox + radio)",""
"passed","Wed Nov 02 13:59:31 GMT 2022","Wed Nov 02 13:59:36 GMT 2022","4496","","Login test","","","","should show landing page",""
"failed","Wed Nov 02 14:03:46 GMT 2022","Wed Nov 02 14:03:57 GMT 2022","10936","","Profile editing","","","","should assert profile page",""
"passed","Wed Nov 02 14:02:10 GMT 2022","Wed Nov 02 14:02:40 GMT 2022","29530","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Wed Nov 02 14:06:22 GMT 2022","Wed Nov 02 14:06:23 GMT 2022","931","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Wed Nov 02 14:06:10 GMT 2022","Wed Nov 02 14:06:12 GMT 2022","2646","","Search courses","","","","select Started Finished and All courses",""
"passed","Wed Nov 02 14:04:58 GMT 2022","Wed Nov 02 14:05:10 GMT 2022","11209","","Create team","","","","should create new team",""
"passed","Wed Nov 02 14:04:39 GMT 2022","Wed Nov 02 14:04:52 GMT 2022","12531","","Create curriculum","","","","should create curriculum",""
"passed","Wed Nov 02 14:03:24 GMT 2022","Wed Nov 02 14:03:27 GMT 2022","2970","","Create lessons","","","","should ",""
"failed","Wed Nov 02 14:05:19 GMT 2022","Wed Nov 02 14:05:51 GMT 2022","32534","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Wed Nov 02 14:01:24 GMT 2022","Wed Nov 02 14:01:35 GMT 2022","11134","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 02 14:02:40 GMT 2022","Wed Nov 02 14:02:55 GMT 2022","15419","","Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 02 14:01:35 GMT 2022","Wed Nov 02 14:01:43 GMT 2022","8385","","Invite user by 2 ways","","","","accept invitation",""
