"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 04 13:22:41 GMT 2022","Fri Nov 04 13:23:13 GMT 2022","32152","","Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Fri Nov 04 13:24:31 GMT 2022","Fri Nov 04 13:24:44 GMT 2022","13416","","Create course","","","","should create course",""
"passed","Fri Nov 04 13:27:31 GMT 2022","Fri Nov 04 13:27:31 GMT 2022","647","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Fri Nov 04 13:28:37 GMT 2022","Fri Nov 04 13:29:07 GMT 2022","30547","","Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Fri Nov 04 13:26:08 GMT 2022","Fri Nov 04 13:26:22 GMT 2022","13688","","Create team","","","","should create new team",""
"failed","Fri Nov 04 13:21:20 GMT 2022","Fri Nov 04 13:21:26 GMT 2022","5935","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Fri Nov 04 13:29:17 GMT 2022","Fri Nov 04 13:29:26 GMT 2022","8534","","Clear all created lerning items","","","","delete QA lessons",""
"failed","Fri Nov 04 13:23:45 GMT 2022","Fri Nov 04 13:24:20 GMT 2022","35473","","Profile editing","","","","should assert profile page",""
"passed","Fri Nov 04 13:23:13 GMT 2022","Fri Nov 04 13:23:30 GMT 2022","17584","","Create lessons","","","","should create lesson(text)",""
"passed","Fri Nov 04 13:30:36 GMT 2022","Fri Nov 04 13:30:43 GMT 2022","6606","","Clear all created lerning items","","","","delete QA course group",""
"passed","Fri Nov 04 13:20:20 GMT 2022","Fri Nov 04 13:20:24 GMT 2022","4193","","Login test","","","","should move to login page and log in",""
"failed","Fri Nov 04 13:27:45 GMT 2022","Fri Nov 04 13:28:20 GMT 2022","35841","","Check student answers","","","","Check first answer",""
"failed","Fri Nov 04 13:20:40 GMT 2022","Fri Nov 04 13:20:45 GMT 2022","5717","","Invite user by 2 ways","","","","can generate a new email address",""
"passed","Fri Nov 04 13:27:21 GMT 2022","Fri Nov 04 13:27:25 GMT 2022","3859","","Search courses","","","","search course by name",""
"failed","Fri Nov 04 13:20:45 GMT 2022","Fri Nov 04 13:21:20 GMT 2022","34505","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Fri Nov 04 13:30:01 GMT 2022","Fri Nov 04 13:30:36 GMT 2022","35611","","Clear all created lerning items","","","","delete QA curriculum",""
"failed","Fri Nov 04 13:20:32 GMT 2022","Fri Nov 04 13:20:33 GMT 2022","1020","","Register user","","","","can generate a new email address and sign up",""
"failed","Fri Nov 04 13:21:26 GMT 2022","Fri Nov 04 13:22:01 GMT 2022","35016","","Invite user by 2 ways","","","","accept invitation",""
"passed","Fri Nov 04 13:27:19 GMT 2022","Fri Nov 04 13:27:21 GMT 2022","2636","","Search courses","","","","select Started Finished and All courses",""
"failed","Fri Nov 04 13:22:01 GMT 2022","Fri Nov 04 13:22:17 GMT 2022","16321","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Fri Nov 04 13:26:32 GMT 2022","Fri Nov 04 13:27:03 GMT 2022","30638","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Fri Nov 04 13:24:51 GMT 2022","Fri Nov 04 13:25:05 GMT 2022","13674","","Create course group","","","","should create curriculum",""
"failed","Fri Nov 04 13:20:33 GMT 2022","Fri Nov 04 13:20:33 GMT 2022","348","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 13:29:26 GMT 2022","Fri Nov 04 13:30:01 GMT 2022","34610","","Clear all created lerning items","","","","delete QA course",""
"passed","Fri Nov 04 13:20:15 GMT 2022","Fri Nov 04 13:20:20 GMT 2022","4770","","Login test","","","","should show landing page",""
"passed","Fri Nov 04 13:27:13 GMT 2022","Fri Nov 04 13:27:19 GMT 2022","5470","","Search courses","","","","open and close course lists",""
"passed","Fri Nov 04 13:27:25 GMT 2022","Fri Nov 04 13:27:28 GMT 2022","3271","","Search courses","","","","go to curriculums",""
"failed","Fri Nov 04 13:25:12 GMT 2022","Fri Nov 04 13:25:56 GMT 2022","44075","","Create curriculum","","","","should create curriculum",""
