"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 02 07:50:18 GMT 2022","Wed Nov 02 07:50:27 GMT 2022","9039","","Invite user by 2 ways","","","","should invite by user menu",""
"passed","Wed Nov 02 07:52:37 GMT 2022","Wed Nov 02 07:53:03 GMT 2022","26590","","Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 02 07:53:03 GMT 2022","Wed Nov 02 07:53:50 GMT 2022","46631","","Create lessons","","","","should create lesson(text + checkbox + radio)",""
"passed","Wed Nov 02 07:57:44 GMT 2022","Wed Nov 02 07:57:48 GMT 2022","4176","","Search courses","","","","go to curriculums",""
"passed","Wed Nov 02 07:55:46 GMT 2022","Wed Nov 02 07:56:02 GMT 2022","15244","","Create curriculum","","","","should create curriculum",""
"passed","Wed Nov 02 07:50:39 GMT 2022","Wed Nov 02 07:50:49 GMT 2022","10014","","Invite user by 2 ways","","","","accept invitation",""
"passed","Wed Nov 02 07:57:39 GMT 2022","Wed Nov 02 07:57:44 GMT 2022","5354","","Search courses","","","","search course by name",""
"passed","Wed Nov 02 07:56:12 GMT 2022","Wed Nov 02 07:56:26 GMT 2022","14506","","Create team","","","","should create new team",""
"failed","Wed Nov 02 07:48:46 GMT 2022","Wed Nov 02 07:49:47 GMT 2022","61277","","Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 02 07:50:12 GMT 2022","Wed Nov 02 07:50:18 GMT 2022","6144","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Wed Nov 02 07:54:38 GMT 2022","Wed Nov 02 07:54:51 GMT 2022","13591","","Profile editing","","","","should assert profile page",""
"passed","Wed Nov 02 07:50:27 GMT 2022","Wed Nov 02 07:50:39 GMT 2022","12145","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Wed Nov 02 07:58:35 GMT 2022","Wed Nov 02 07:59:05 GMT 2022","30183","","Authenticated student test","","","","should change language",""
"passed","Wed Nov 02 07:55:23 GMT 2022","Wed Nov 02 07:55:37 GMT 2022","13918","","Create course group","","","","should create curriculum",""
"passed","Wed Nov 02 07:48:16 GMT 2022","Wed Nov 02 07:48:22 GMT 2022","6072","","Login test","","","","should show landing page",""
"passed","Wed Nov 02 07:53:50 GMT 2022","Wed Nov 02 07:53:54 GMT 2022","4138","","Create lessons","","","","should ",""
"passed","Wed Nov 02 07:48:22 GMT 2022","Wed Nov 02 07:48:26 GMT 2022","4436","","Login test","","","","should move to login page and log in",""
"failed","Wed Nov 02 07:55:00 GMT 2022","Wed Nov 02 07:55:14 GMT 2022","14265","","Create course","","","","should create course",""
"failed","Wed Nov 02 07:51:25 GMT 2022","Wed Nov 02 07:52:36 GMT 2022","70993","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Wed Nov 02 07:48:38 GMT 2022","Wed Nov 02 07:48:46 GMT 2022","7740","","Register user","","","","can generate a new email address and sign up",""
"failed","Wed Nov 02 07:58:04 GMT 2022","Wed Nov 02 07:58:35 GMT 2022","30198","","Authenticated student test","","","","should scroll page, open course and travel him",""
"failed","Wed Nov 02 07:56:40 GMT 2022","Wed Nov 02 07:57:12 GMT 2022","32080","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Wed Nov 02 07:57:51 GMT 2022","Wed Nov 02 07:57:52 GMT 2022","846","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Wed Nov 02 07:57:35 GMT 2022","Wed Nov 02 07:57:39 GMT 2022","3667","","Search courses","","","","select Started Finished and All courses",""
"passed","Wed Nov 02 07:57:28 GMT 2022","Wed Nov 02 07:57:35 GMT 2022","6919","","Search courses","","","","open and close course lists",""
"failed","Wed Nov 02 07:50:50 GMT 2022","Wed Nov 02 07:51:05 GMT 2022","15740","","Invite user by 2 ways","","","","should invite by admin tools",""
