"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 03 12:57:56 GMT 2022","Thu Nov 03 12:57:58 GMT 2022","2528","","Search courses","","","","select Started Finished and All courses",""
"failed","Thu Nov 03 12:59:58 GMT 2022","Thu Nov 03 13:00:33 GMT 2022","34298","","Clear all created lerning items","","","","delete QA course",""
"passed","Thu Nov 03 12:58:07 GMT 2022","Thu Nov 03 12:58:07 GMT 2022","577","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Thu Nov 03 12:57:51 GMT 2022","Thu Nov 03 12:57:55 GMT 2022","4939","","Search courses","","","","open and close course lists",""
"failed","Thu Nov 03 12:55:15 GMT 2022","Thu Nov 03 12:55:28 GMT 2022","12829","","Create course","","","","should create course",""
"failed","Thu Nov 03 12:53:30 GMT 2022","Thu Nov 03 12:54:10 GMT 2022","40758","","Create lessons","","","","should create lesson(text)",""
"failed","Thu Nov 03 12:51:34 GMT 2022","Thu Nov 03 12:51:39 GMT 2022","5198","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Thu Nov 03 12:55:54 GMT 2022","Thu Nov 03 12:56:37 GMT 2022","42942","","Create curriculum","","","","should create curriculum",""
"passed","Thu Nov 03 12:50:35 GMT 2022","Thu Nov 03 12:50:38 GMT 2022","3070","","Login test","","","","should move to login page and log in",""
"failed","Thu Nov 03 12:50:48 GMT 2022","Thu Nov 03 12:50:48 GMT 2022","434","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Thu Nov 03 12:51:39 GMT 2022","Thu Nov 03 12:52:14 GMT 2022","34597","","Invite user by 2 ways","","","","accept invitation",""
"failed","Thu Nov 03 12:51:00 GMT 2022","Thu Nov 03 12:51:34 GMT 2022","34469","","Invite user by 2 ways","","","","should invite by user menu",""
"passed","Thu Nov 03 13:01:08 GMT 2022","Thu Nov 03 13:01:14 GMT 2022","6191","","Clear all created lerning items","","","","delete QA course group",""
"failed","Thu Nov 03 12:57:10 GMT 2022","Thu Nov 03 12:57:41 GMT 2022","30582","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Thu Nov 03 12:59:51 GMT 2022","Thu Nov 03 12:59:58 GMT 2022","7657","","Clear all created lerning items","","","","delete QA lessons",""
"failed","Thu Nov 03 12:50:54 GMT 2022","Thu Nov 03 12:51:00 GMT 2022","5258","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Thu Nov 03 12:59:10 GMT 2022","Thu Nov 03 12:59:41 GMT 2022","30611","","Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Thu Nov 03 12:57:58 GMT 2022","Thu Nov 03 12:58:02 GMT 2022","3820","","Search courses","","","","search course by name",""
"failed","Thu Nov 03 12:54:29 GMT 2022","Thu Nov 03 12:55:05 GMT 2022","36097","","Profile editing","","","","should assert profile page",""
"failed","Thu Nov 03 12:50:47 GMT 2022","Thu Nov 03 12:50:48 GMT 2022","1147","","Register user","","","","can generate a new email address and sign up",""
"passed","Thu Nov 03 12:55:34 GMT 2022","Thu Nov 03 12:55:47 GMT 2022","12940","","Create course group","","","","should create curriculum",""
"failed","Thu Nov 03 12:52:50 GMT 2022","Thu Nov 03 12:53:30 GMT 2022","39997","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Thu Nov 03 12:50:31 GMT 2022","Thu Nov 03 12:50:35 GMT 2022","3707","","Login test","","","","should show landing page",""
"failed","Thu Nov 03 12:58:20 GMT 2022","Thu Nov 03 12:58:56 GMT 2022","35886","","Check student answers","","","","Check first answer",""
"failed","Thu Nov 03 13:00:33 GMT 2022","Thu Nov 03 13:01:08 GMT 2022","35311","","Clear all created lerning items","","","","delete QA curriculum",""
"passed","Thu Nov 03 12:56:49 GMT 2022","Thu Nov 03 12:57:01 GMT 2022","12442","","Create team","","","","should create new team",""
"failed","Thu Nov 03 12:52:14 GMT 2022","Thu Nov 03 12:52:29 GMT 2022","15370","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Thu Nov 03 12:58:02 GMT 2022","Thu Nov 03 12:58:05 GMT 2022","2911","","Search courses","","","","go to curriculums",""
