"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 07 19:22:26 GMT 2022","Mon Nov 07 19:22:56 GMT 2022","30706","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Mon Nov 07 19:20:16 GMT 2022","Mon Nov 07 19:20:29 GMT 2022","13714","","F. Create course","","","","should create course",""
"passed","Mon Nov 07 19:20:37 GMT 2022","Mon Nov 07 19:20:52 GMT 2022","15124","","G. Create course group","","","","should create curriculum",""
"failed","Mon Nov 07 19:17:53 GMT 2022","Mon Nov 07 19:18:09 GMT 2022","16338","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Mon Nov 07 19:23:22 GMT 2022","Mon Nov 07 19:23:25 GMT 2022","3866","","K. Search courses","","","","go to curriculums",""
"passed","Mon Nov 07 19:23:07 GMT 2022","Mon Nov 07 19:23:13 GMT 2022","6080","","K. Search courses","","","","open and close course lists",""
"passed","Mon Nov 07 19:19:12 GMT 2022","Mon Nov 07 19:19:36 GMT 2022","23969","","D. Create lessons","","","","should create lesson(text)",""
"failed","Mon Nov 07 19:21:00 GMT 2022","Mon Nov 07 19:21:45 GMT 2022","45345","","H. Create curriculum","","","","should create curriculum",""
"failed","Mon Nov 07 19:16:20 GMT 2022","Mon Nov 07 19:16:30 GMT 2022","10712","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Mon Nov 07 19:23:13 GMT 2022","Mon Nov 07 19:23:17 GMT 2022","3303","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Mon Nov 07 19:25:21 GMT 2022","Mon Nov 07 19:25:42 GMT 2022","21207","","N. Clear all created learning items","","","","delete QA lessons",""
"failed","Mon Nov 07 19:19:55 GMT 2022","Mon Nov 07 19:20:08 GMT 2022","13436","","E. Profile editing","","","","should assert profile page",""
"passed","Mon Nov 07 19:16:01 GMT 2022","Mon Nov 07 19:16:06 GMT 2022","5175","","A. Login test","","","","should show landing page",""
"failed","Mon Nov 07 19:26:24 GMT 2022","Mon Nov 07 19:27:07 GMT 2022","42711","","N. Clear all created learning items","","","","delete QA curriculum",""
"passed","Mon Nov 07 19:16:06 GMT 2022","Mon Nov 07 19:16:10 GMT 2022","4093","","A. Login test","","","","should move to login page and log in",""
"passed","Mon Nov 07 19:16:42 GMT 2022","Mon Nov 07 19:16:56 GMT 2022","14365","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Mon Nov 07 19:24:39 GMT 2022","Mon Nov 07 19:25:10 GMT 2022","30664","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Mon Nov 07 19:18:31 GMT 2022","Mon Nov 07 19:19:12 GMT 2022","41136","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Mon Nov 07 19:23:17 GMT 2022","Mon Nov 07 19:23:22 GMT 2022","4787","","K. Search courses","","","","search course by name",""
"passed","Mon Nov 07 19:23:28 GMT 2022","Mon Nov 07 19:23:29 GMT 2022","1183","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Mon Nov 07 19:17:11 GMT 2022","Mon Nov 07 19:17:53 GMT 2022","41604","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Mon Nov 07 19:16:56 GMT 2022","Mon Nov 07 19:17:11 GMT 2022","14772","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Mon Nov 07 19:27:07 GMT 2022","Mon Nov 07 19:27:22 GMT 2022","14885","","N. Clear all created learning items","","","","delete QA course group",""
"failed","Mon Nov 07 19:16:30 GMT 2022","Mon Nov 07 19:16:34 GMT 2022","4021","","B. Register user","","","","can receive the confirmation email and extract the code",""
"failed","Mon Nov 07 19:23:45 GMT 2022","Mon Nov 07 19:24:21 GMT 2022","35896","","L. Check student answers","","","","Check first answer",""
"failed","Mon Nov 07 19:25:42 GMT 2022","Mon Nov 07 19:26:24 GMT 2022","41919","","N. Clear all created learning items","","","","delete QA course",""
"passed","Mon Nov 07 19:21:58 GMT 2022","Mon Nov 07 19:22:13 GMT 2022","15010","","I. Create team","","","","should create new team",""
