"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 07 14:39:56 GMT 2022","Mon Nov 07 14:40:06 GMT 2022","9905","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Mon Nov 07 14:39:11 GMT 2022","Mon Nov 07 14:39:26 GMT 2022","14763","","H. Create curriculum","","","","should create curriculum",""
"failed","Mon Nov 07 14:38:10 GMT 2022","Mon Nov 07 14:38:23 GMT 2022","12713","","E. Profile editing","","","","should assert profile page",""
"passed","Mon Nov 07 14:40:30 GMT 2022","Mon Nov 07 14:40:31 GMT 2022","1028","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Mon Nov 07 14:41:18 GMT 2022","Mon Nov 07 14:41:34 GMT 2022","15980","","N. Clear all created learning items","","","","delete QA course",""
"passed","Mon Nov 07 14:38:50 GMT 2022","Mon Nov 07 14:39:04 GMT 2022","14068","","G. Create course group","","","","should create curriculum",""
"passed","Mon Nov 07 14:34:33 GMT 2022","Mon Nov 07 14:34:37 GMT 2022","3354","","A. Login test","","","","should move to login page and log in",""
"failed","Mon Nov 07 14:35:39 GMT 2022","Mon Nov 07 14:36:14 GMT 2022","35133","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Mon Nov 07 14:41:49 GMT 2022","Mon Nov 07 14:42:01 GMT 2022","12035","","N. Clear all created learning items","","","","delete QA course group",""
"passed","Mon Nov 07 14:40:18 GMT 2022","Mon Nov 07 14:40:20 GMT 2022","2734","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Mon Nov 07 14:38:29 GMT 2022","Mon Nov 07 14:38:43 GMT 2022","13775","","F. Create course","","","","should create course",""
"failed","Mon Nov 07 14:36:14 GMT 2022","Mon Nov 07 14:36:30 GMT 2022","16121","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Mon Nov 07 14:41:34 GMT 2022","Mon Nov 07 14:41:49 GMT 2022","14935","","N. Clear all created learning items","","","","delete QA curriculum",""
"passed","Mon Nov 07 14:39:33 GMT 2022","Mon Nov 07 14:39:46 GMT 2022","13102","","I. Create team","","","","should create new team",""
"passed","Mon Nov 07 14:40:45 GMT 2022","Mon Nov 07 14:40:56 GMT 2022","11003","","L. Check student answers","","","","Check first answer",""
"failed","Mon Nov 07 14:34:45 GMT 2022","Mon Nov 07 14:34:46 GMT 2022","1040","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Mon Nov 07 14:40:25 GMT 2022","Mon Nov 07 14:40:28 GMT 2022","3254","","K. Search courses","","","","go to curriculums",""
"passed","Mon Nov 07 14:40:20 GMT 2022","Mon Nov 07 14:40:25 GMT 2022","4384","","K. Search courses","","","","search course by name",""
"failed","Mon Nov 07 14:34:46 GMT 2022","Mon Nov 07 14:34:47 GMT 2022","358","","B. Register user","","","","can receive the confirmation email and extract the code",""
"failed","Mon Nov 07 14:34:53 GMT 2022","Mon Nov 07 14:34:59 GMT 2022","5530","","C. Invite user by 2 ways","","","","can generate a new email address",""
"passed","Mon Nov 07 14:34:29 GMT 2022","Mon Nov 07 14:34:33 GMT 2022","4406","","A. Login test","","","","should show landing page",""
"passed","Mon Nov 07 14:41:07 GMT 2022","Mon Nov 07 14:41:12 GMT 2022","5304","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Mon Nov 07 14:40:13 GMT 2022","Mon Nov 07 14:40:18 GMT 2022","4427","","K. Search courses","","","","open and close course lists",""
"failed","Mon Nov 07 14:34:59 GMT 2022","Mon Nov 07 14:35:33 GMT 2022","34758","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Mon Nov 07 14:35:33 GMT 2022","Mon Nov 07 14:35:39 GMT 2022","5612","","C. Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Mon Nov 07 14:37:31 GMT 2022","Mon Nov 07 14:37:54 GMT 2022","22447","","D. Create lessons","","","","should create lesson(text)",""
"passed","Mon Nov 07 14:36:52 GMT 2022","Mon Nov 07 14:37:31 GMT 2022","38829","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
