"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Nov 30 14:15:01 GMT 2022","Wed Nov 30 14:15:01 GMT 2022","1","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"broken","Wed Nov 30 14:14:46 GMT 2022","Wed Nov 30 14:14:46 GMT 2022","439","","I. Create team","","","","should create new team",""
"passed","Wed Nov 30 14:13:56 GMT 2022","Wed Nov 30 14:14:00 GMT 2022","4063","","A. Login test","","","","should show landing page",""
"broken","Wed Nov 30 14:14:50 GMT 2022","Wed Nov 30 14:14:50 GMT 2022","1","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Wed Nov 30 14:14:31 GMT 2022","Wed Nov 30 14:14:32 GMT 2022","444","","E. Profile editing","","","","should assert profile page",""
"passed","Wed Nov 30 14:14:00 GMT 2022","Wed Nov 30 14:14:03 GMT 2022","3325","","A. Login test","","","","should move to login page and log in",""
"passed","Wed Nov 30 14:14:10 GMT 2022","Wed Nov 30 14:14:15 GMT 2022","5488","","B. Register user","","","","can generate a new email address and sign up",""
"broken","Wed Nov 30 14:14:38 GMT 2022","Wed Nov 30 14:14:39 GMT 2022","436","","G. Create course group","","","","should create course program",""
"failed","Wed Nov 30 14:14:15 GMT 2022","Wed Nov 30 14:14:19 GMT 2022","3490","","B. Register user","","","","can receive the confirmation email and extract the code",""
"broken","Wed Nov 30 14:14:57 GMT 2022","Wed Nov 30 14:14:57 GMT 2022","2","","L. Check student answers","","","","Check first answer",""
