"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 14:31:47 GMT 2022","Wed Nov 23 14:31:55 GMT 2022","7170","","C. Invite user by 2 ways","","","","getting last email",""
"passed","Wed Nov 23 14:35:32 GMT 2022","Wed Nov 23 14:35:45 GMT 2022","12820","","I. Create team","","","","should create new team",""
"passed","Wed Nov 23 14:38:53 GMT 2022","Wed Nov 23 14:39:09 GMT 2022","16887","","N. Clear all created learning items","","","","delete QA lessons",""
"failed","Wed Nov 23 14:37:27 GMT 2022","Wed Nov 23 14:38:00 GMT 2022","32745","","L. Check student answers","","","","Check first answer",""
"passed","Wed Nov 23 14:31:14 GMT 2022","Wed Nov 23 14:31:17 GMT 2022","3070","","A. Login test","","","","should move to login page and log in",""
"failed","Wed Nov 23 14:40:02 GMT 2022","Wed Nov 23 14:40:14 GMT 2022","11746","","N. Clear all created learning items","","","","delete QA course group",""
"failed","Wed Nov 23 14:38:13 GMT 2022","Wed Nov 23 14:38:44 GMT 2022","30509","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Wed Nov 23 14:36:40 GMT 2022","Wed Nov 23 14:37:12 GMT 2022","32293","","K. Search courses","","","","go to curriculums",""
"passed","Wed Nov 23 14:34:19 GMT 2022","Wed Nov 23 14:34:32 GMT 2022","13199","","G. Create course group","","","","should create curriculum",""
"passed","Wed Nov 23 14:31:25 GMT 2022","Wed Nov 23 14:31:30 GMT 2022","5184","","B. Register user","","","","can generate a new email address and sign up",""
"failed","Wed Nov 23 14:34:02 GMT 2022","Wed Nov 23 14:34:13 GMT 2022","11793","","F. Create course","","","","should create course",""
"failed","Wed Nov 23 14:39:09 GMT 2022","Wed Nov 23 14:39:50 GMT 2022","40649","","N. Clear all created learning items","","","","delete QA course",""
"passed","Wed Nov 23 14:36:33 GMT 2022","Wed Nov 23 14:36:37 GMT 2022","4131","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Wed Nov 23 14:31:10 GMT 2022","Wed Nov 23 14:31:14 GMT 2022","4585","","A. Login test","","","","should show landing page",""
"passed","Wed Nov 23 14:31:55 GMT 2022","Wed Nov 23 14:31:58 GMT 2022","3142","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Wed Nov 23 14:36:37 GMT 2022","Wed Nov 23 14:36:40 GMT 2022","2453","","K. Search courses","","","","search course by name",""
"passed","Wed Nov 23 14:31:40 GMT 2022","Wed Nov 23 14:31:47 GMT 2022","7753","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Wed Nov 23 14:32:09 GMT 2022","Wed Nov 23 14:32:22 GMT 2022","13627","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Wed Nov 23 14:31:30 GMT 2022","Wed Nov 23 14:31:33 GMT 2022","3522","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 23 14:33:09 GMT 2022","Wed Nov 23 14:33:30 GMT 2022","20256","","D. Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 23 14:31:58 GMT 2022","Wed Nov 23 14:32:09 GMT 2022","10808","","C. Invite user by 2 ways","","","","delete invited user",""
"failed","Wed Nov 23 14:35:54 GMT 2022","Wed Nov 23 14:36:24 GMT 2022","30563","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Wed Nov 23 14:34:38 GMT 2022","Wed Nov 23 14:35:21 GMT 2022","43002","","H. Create curriculum","","","","should create curriculum",""
"failed","Wed Nov 23 14:33:44 GMT 2022","Wed Nov 23 14:33:56 GMT 2022","12390","","E. Profile editing","","","","should assert profile page",""
"passed","Wed Nov 23 14:32:33 GMT 2022","Wed Nov 23 14:33:09 GMT 2022","35865","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Wed Nov 23 14:39:50 GMT 2022","Wed Nov 23 14:40:02 GMT 2022","12301","","N. Clear all created learning items","","","","delete QA curriculum",""
