"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 14:27:10 GMT 2022","Wed Nov 23 14:27:14 GMT 2022","4388","","C. Invite user by 2 ways","","","","getting last email",""
"passed","Wed Nov 23 14:33:08 GMT 2022","Wed Nov 23 14:33:25 GMT 2022","17346","","N. Clear all created learning items","","","","delete QA lessons",""
"failed","Wed Nov 23 14:30:37 GMT 2022","Wed Nov 23 14:31:12 GMT 2022","35102","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Wed Nov 23 14:27:02 GMT 2022","Wed Nov 23 14:27:10 GMT 2022","7779","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Wed Nov 23 14:31:43 GMT 2022","Wed Nov 23 14:32:15 GMT 2022","32581","","L. Check student answers","","","","Check first answer",""
"passed","Wed Nov 23 14:26:47 GMT 2022","Wed Nov 23 14:26:52 GMT 2022","5263","","B. Register user","","","","can generate a new email address and sign up",""
"failed","Wed Nov 23 14:32:28 GMT 2022","Wed Nov 23 14:33:00 GMT 2022","31319","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Wed Nov 23 14:31:30 GMT 2022","Wed Nov 23 14:31:33 GMT 2022","2688","","K. Search courses","","","","go to curriculums",""
"failed","Wed Nov 23 14:27:28 GMT 2022","Wed Nov 23 14:27:43 GMT 2022","14701","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Wed Nov 23 14:33:40 GMT 2022","Wed Nov 23 14:33:51 GMT 2022","11177","","N. Clear all created learning items","","","","delete QA curriculum",""
"failed","Wed Nov 23 14:29:02 GMT 2022","Wed Nov 23 14:29:14 GMT 2022","11885","","E. Profile editing","","","","should assert profile page",""
"failed","Wed Nov 23 14:33:51 GMT 2022","Wed Nov 23 14:34:02 GMT 2022","11280","","N. Clear all created learning items","","","","delete QA course group",""
"failed","Wed Nov 23 14:26:52 GMT 2022","Wed Nov 23 14:26:57 GMT 2022","4722","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 23 14:26:37 GMT 2022","Wed Nov 23 14:26:40 GMT 2022","3168","","A. Login test","","","","should move to login page and log in",""
"passed","Wed Nov 23 14:26:33 GMT 2022","Wed Nov 23 14:26:37 GMT 2022","4467","","A. Login test","","","","should show landing page",""
"passed","Wed Nov 23 14:29:19 GMT 2022","Wed Nov 23 14:29:32 GMT 2022","12909","","F. Create course","","","","should create course",""
"passed","Wed Nov 23 14:29:56 GMT 2022","Wed Nov 23 14:30:11 GMT 2022","14386","","H. Create curriculum","","","","should create curriculum",""
"passed","Wed Nov 23 14:27:55 GMT 2022","Wed Nov 23 14:28:29 GMT 2022","34557","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Wed Nov 23 14:33:25 GMT 2022","Wed Nov 23 14:33:40 GMT 2022","14551","","N. Clear all created learning items","","","","delete QA course",""
"passed","Wed Nov 23 14:31:22 GMT 2022","Wed Nov 23 14:31:27 GMT 2022","4667","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Wed Nov 23 14:29:38 GMT 2022","Wed Nov 23 14:29:51 GMT 2022","13267","","G. Create course group","","","","should create curriculum",""
"passed","Wed Nov 23 14:28:29 GMT 2022","Wed Nov 23 14:28:49 GMT 2022","20188","","D. Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 23 14:27:17 GMT 2022","Wed Nov 23 14:27:28 GMT 2022","10929","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Wed Nov 23 14:27:14 GMT 2022","Wed Nov 23 14:27:17 GMT 2022","3203","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Wed Nov 23 14:30:16 GMT 2022","Wed Nov 23 14:30:29 GMT 2022","12203","","I. Create team","","","","should create new team",""
"passed","Wed Nov 23 14:31:27 GMT 2022","Wed Nov 23 14:31:30 GMT 2022","2735","","K. Search courses","","","","search course by name",""
