"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Dec 03 21:02:24 GMT 2022","Sat Dec 03 21:02:24 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course group",""
"broken","Sat Dec 03 21:02:19 GMT 2022","Sat Dec 03 21:02:19 GMT 2022","2","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Sat Dec 03 21:01:50 GMT 2022","Sat Dec 03 21:01:51 GMT 2022","375","","F. Create course","","","","should create course",""
"skipped","Sat Dec 03 21:02:24 GMT 2022","Sat Dec 03 21:02:24 GMT 2022","0","","N. Clear all created learning items","","","","delete QA curriculum",""
"skipped","Sat Dec 03 21:02:24 GMT 2022","Sat Dec 03 21:02:24 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course",""
"skipped","Sat Dec 03 21:01:26 GMT 2022","Sat Dec 03 21:01:26 GMT 2022","0","","A. Login test","","","","should move to login page and log in",""
"broken","Sat Dec 03 21:02:07 GMT 2022","Sat Dec 03 21:02:07 GMT 2022","2","","J. Complete the course which we have created in previous tests","","","","should ",""
"broken","Sat Dec 03 21:02:15 GMT 2022","Sat Dec 03 21:02:15 GMT 2022","1","","L. Check student answers","","","","Check first answer",""
"broken","Sat Dec 03 21:01:24 GMT 2022","Sat Dec 03 21:01:26 GMT 2022","2134","","A. Login test","","","","should show landing page",""
"broken","Sat Dec 03 21:02:24 GMT 2022","Sat Dec 03 21:02:24 GMT 2022","468","","N. Clear all created learning items","","","","delete QA lessons",""
"broken","Sat Dec 03 21:01:54 GMT 2022","Sat Dec 03 21:01:55 GMT 2022","429","","G. Create course group","","","","should create course program",""
"failed","Sat Dec 03 21:01:42 GMT 2022","Sat Dec 03 21:01:42 GMT 2022","414","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"broken","Sat Dec 03 21:01:58 GMT 2022","Sat Dec 03 21:01:59 GMT 2022","376","","H. Create curriculum","","","","should create curriculum",""
"failed","Sat Dec 03 21:01:46 GMT 2022","Sat Dec 03 21:01:47 GMT 2022","386","","E. Profile editing","","","","should assert profile page",""
"failed","Sat Dec 03 21:01:42 GMT 2022","Sat Dec 03 21:01:43 GMT 2022","431","","D. Create lessons","","","","should create lesson(text)",""
"broken","Sat Dec 03 21:02:02 GMT 2022","Sat Dec 03 21:02:03 GMT 2022","367","","I. Create team","","","","should create new team",""
"failed","Sat Dec 03 21:01:33 GMT 2022","Sat Dec 03 21:01:34 GMT 2022","372","","B. Register user","","","","can generate a new email address and sign up",""
