"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 12:33:23 GMT 2022","Tue Nov 22 12:33:34 GMT 2022","11657","","I. Create team","","","","should create new team",""
"failed","Tue Nov 22 12:29:56 GMT 2022","Tue Nov 22 12:29:56 GMT 2022","240","","C. Invite user by 2 ways","","","","accept invitation",""
"failed","Tue Nov 22 12:29:39 GMT 2022","Tue Nov 22 12:29:41 GMT 2022","2712","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Tue Nov 22 12:32:46 GMT 2022","Tue Nov 22 12:32:58 GMT 2022","12626","","G. Create course group","","","","should create curriculum",""
"failed","Tue Nov 22 12:32:29 GMT 2022","Tue Nov 22 12:32:40 GMT 2022","11162","","F. Create course","","","","should create course",""
"passed","Tue Nov 22 12:34:26 GMT 2022","Tue Nov 22 12:34:30 GMT 2022","4165","","K. Search courses","","","","select Started Finished and All courses",""
"failed","Tue Nov 22 12:32:12 GMT 2022","Tue Nov 22 12:32:24 GMT 2022","11877","","E. Profile editing","","","","should assert profile page",""
"passed","Tue Nov 22 12:31:07 GMT 2022","Tue Nov 22 12:31:40 GMT 2022","33042","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Tue Nov 22 12:30:37 GMT 2022","Tue Nov 22 12:30:52 GMT 2022","14821","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Tue Nov 22 12:36:20 GMT 2022","Tue Nov 22 12:36:31 GMT 2022","11125","","N. Clear all created learning items","","","","delete QA course group",""
"passed","Tue Nov 22 12:33:03 GMT 2022","Tue Nov 22 12:33:17 GMT 2022","13930","","H. Create curriculum","","","","should create curriculum",""
"passed","Tue Nov 22 12:31:40 GMT 2022","Tue Nov 22 12:31:59 GMT 2022","19571","","D. Create lessons","","","","should create lesson(text)",""
"passed","Tue Nov 22 12:35:55 GMT 2022","Tue Nov 22 12:36:09 GMT 2022","14428","","N. Clear all created learning items","","","","delete QA course",""
"passed","Tue Nov 22 12:29:20 GMT 2022","Tue Nov 22 12:29:24 GMT 2022","3894","","A. Login test","","","","should show landing page",""
"failed","Tue Nov 22 12:34:33 GMT 2022","Tue Nov 22 12:34:35 GMT 2022","2500","","K. Search courses","","","","go to curriculums",""
"failed","Tue Nov 22 12:36:09 GMT 2022","Tue Nov 22 12:36:20 GMT 2022","10863","","N. Clear all created learning items","","","","delete QA curriculum",""
"failed","Tue Nov 22 12:29:46 GMT 2022","Tue Nov 22 12:29:56 GMT 2022","9780","","C. Invite user by 2 ways","","","","should invite by user menu",""
"passed","Tue Nov 22 12:34:30 GMT 2022","Tue Nov 22 12:34:33 GMT 2022","2550","","K. Search courses","","","","search course by name",""
"failed","Tue Nov 22 12:29:56 GMT 2022","Tue Nov 22 12:30:37 GMT 2022","40930","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Tue Nov 22 12:29:33 GMT 2022","Tue Nov 22 12:29:39 GMT 2022","5124","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Tue Nov 22 12:35:30 GMT 2022","Tue Nov 22 12:35:34 GMT 2022","4369","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Tue Nov 22 12:29:24 GMT 2022","Tue Nov 22 12:29:27 GMT 2022","2937","","A. Login test","","","","should move to login page and log in",""
"passed","Tue Nov 22 12:35:39 GMT 2022","Tue Nov 22 12:35:55 GMT 2022","15888","","N. Clear all created learning items","","","","delete QA lessons",""
"failed","Tue Nov 22 12:33:43 GMT 2022","Tue Nov 22 12:34:15 GMT 2022","32119","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Tue Nov 22 12:34:45 GMT 2022","Tue Nov 22 12:35:17 GMT 2022","32584","","L. Check student answers","","","","Check first answer",""
