"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 01 12:47:51 GMT 2022","Tue Nov 01 12:48:03 GMT 2022","12231","","Create curriculum","","","","should create curriculum",""
"passed","Tue Nov 01 12:45:49 GMT 2022","Tue Nov 01 12:46:05 GMT 2022","15383","","Create lessons","","","","should create lesson(text)",""
"failed","Tue Nov 01 12:42:59 GMT 2022","Tue Nov 01 12:44:00 GMT 2022","61562","","Register user","","","","can receive the confirmation email and extract the code",""
"passed","Tue Nov 01 12:49:20 GMT 2022","Tue Nov 01 12:49:22 GMT 2022","2435","","Search courses","","","","select Started Finished and All courses",""
"failed","Tue Nov 01 12:44:52 GMT 2022","Tue Nov 01 12:45:05 GMT 2022","13519","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Tue Nov 01 12:49:15 GMT 2022","Tue Nov 01 12:49:20 GMT 2022","4979","","Search courses","","","","open and close course lists",""
"failed","Tue Nov 01 12:49:41 GMT 2022","Tue Nov 01 12:50:11 GMT 2022","30173","","Authenticated student test","","","","should scroll page, open course and travel him",""
"passed","Tue Nov 01 12:47:13 GMT 2022","Tue Nov 01 12:47:27 GMT 2022","13891","","Create course","","","","should create course",""
"passed","Tue Nov 01 12:49:32 GMT 2022","Tue Nov 01 12:49:33 GMT 2022","1072","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Tue Nov 01 12:42:36 GMT 2022","Tue Nov 01 12:42:40 GMT 2022","4187","","Login test","","","","should show landing page",""
"passed","Tue Nov 01 12:44:16 GMT 2022","Tue Nov 01 12:44:21 GMT 2022","4607","","Invite user by 2 ways","","","","can generate a new email address",""
"passed","Tue Nov 01 12:45:19 GMT 2022","Tue Nov 01 12:45:49 GMT 2022","30494","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Tue Nov 01 12:46:05 GMT 2022","Tue Nov 01 12:46:34 GMT 2022","29021","","Create lessons","","","","should create lesson(text + checkbox + radio)",""
"failed","Tue Nov 01 12:50:11 GMT 2022","Tue Nov 01 12:50:41 GMT 2022","30118","","Authenticated student test","","","","should change language",""
"failed","Tue Nov 01 12:48:30 GMT 2022","Tue Nov 01 12:49:02 GMT 2022","31482","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Tue Nov 01 12:44:21 GMT 2022","Tue Nov 01 12:44:31 GMT 2022","10282","","Invite user by 2 ways","","","","should invite by user menu",""
"passed","Tue Nov 01 12:46:34 GMT 2022","Tue Nov 01 12:46:36 GMT 2022","2518","","Create lessons","","","","should ",""
"failed","Tue Nov 01 12:46:56 GMT 2022","Tue Nov 01 12:47:07 GMT 2022","10802","","Profile editing","","","","should assert profile page",""
"passed","Tue Nov 01 12:44:43 GMT 2022","Tue Nov 01 12:44:52 GMT 2022","8215","","Invite user by 2 ways","","","","accept invitation",""
"passed","Tue Nov 01 12:42:53 GMT 2022","Tue Nov 01 12:42:59 GMT 2022","5980","","Register user","","","","can generate a new email address and sign up",""
"passed","Tue Nov 01 12:44:31 GMT 2022","Tue Nov 01 12:44:43 GMT 2022","12007","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Tue Nov 01 12:49:22 GMT 2022","Tue Nov 01 12:49:26 GMT 2022","3972","","Search courses","","","","search course by name",""
"passed","Tue Nov 01 12:48:10 GMT 2022","Tue Nov 01 12:48:21 GMT 2022","11219","","Create team","","","","should create new team",""
"passed","Tue Nov 01 12:42:40 GMT 2022","Tue Nov 01 12:42:43 GMT 2022","3109","","Login test","","","","should move to login page and log in",""
"passed","Tue Nov 01 12:47:33 GMT 2022","Tue Nov 01 12:47:45 GMT 2022","11376","","Create course group","","","","should create curriculum",""
"passed","Tue Nov 01 12:49:26 GMT 2022","Tue Nov 01 12:49:30 GMT 2022","3372","","Search courses","","","","go to curriculums",""
