"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 02 15:16:33 GMT 2022","Fri Dec 02 15:16:47 GMT 2022","14358","","H. Create curriculum","","","","should create curriculum",""
"passed","Fri Dec 02 15:19:01 GMT 2022","Fri Dec 02 15:19:13 GMT 2022","11731","","N. Clear all created learning items","","","","delete QA course group",""
"passed","Fri Dec 02 15:13:02 GMT 2022","Fri Dec 02 15:13:05 GMT 2022","3091","","A. Login test","","","","should move to login page and log in",""
"passed","Fri Dec 02 15:16:14 GMT 2022","Fri Dec 02 15:16:27 GMT 2022","13188","","G. Create course group","","","","should create course program",""
"failed","Fri Dec 02 15:15:37 GMT 2022","Fri Dec 02 15:15:50 GMT 2022","12256","","E. Profile editing","","","","should assert profile page",""
"passed","Fri Dec 02 15:18:47 GMT 2022","Fri Dec 02 15:19:01 GMT 2022","14433","","N. Clear all created learning items","","","","delete QA curriculum",""
"passed","Fri Dec 02 15:13:13 GMT 2022","Fri Dec 02 15:13:21 GMT 2022","8865","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Fri Dec 02 15:18:06 GMT 2022","Fri Dec 02 15:18:10 GMT 2022","4676","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Fri Dec 02 15:17:36 GMT 2022","Fri Dec 02 15:17:38 GMT 2022","2645","","K. Search courses","","","","go to curriculums",""
"passed","Fri Dec 02 15:12:58 GMT 2022","Fri Dec 02 15:13:02 GMT 2022","3955","","A. Login test","","","","should show landing page",""
"passed","Fri Dec 02 15:18:32 GMT 2022","Fri Dec 02 15:18:47 GMT 2022","14604","","N. Clear all created learning items","","","","delete QA course",""
"passed","Fri Dec 02 15:17:33 GMT 2022","Fri Dec 02 15:17:36 GMT 2022","2599","","K. Search courses","","","","search course by name",""
"passed","Fri Dec 02 15:14:15 GMT 2022","Fri Dec 02 15:14:59 GMT 2022","43226","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Fri Dec 02 15:16:53 GMT 2022","Fri Dec 02 15:17:05 GMT 2022","11984","","I. Create team","","","","should create new team",""
"passed","Fri Dec 02 15:14:59 GMT 2022","Fri Dec 02 15:15:21 GMT 2022","21810","","D. Create lessons","","","","should create lesson(text)",""
"passed","Fri Dec 02 15:17:29 GMT 2022","Fri Dec 02 15:17:33 GMT 2022","3497","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Fri Dec 02 15:15:55 GMT 2022","Fri Dec 02 15:16:08 GMT 2022","13262","","F. Create course","","","","should create course",""
"passed","Fri Dec 02 15:18:15 GMT 2022","Fri Dec 02 15:18:32 GMT 2022","17023","","N. Clear all created learning items","","","","delete QA lessons",""
"passed","Fri Dec 02 15:17:49 GMT 2022","Fri Dec 02 15:17:57 GMT 2022","7824","","L. Check student answers","","","","Check first answer",""
"passed","Fri Dec 02 15:17:14 GMT 2022","Fri Dec 02 15:17:24 GMT 2022","9523","","J. Complete the course which we have created in previous tests","","","","should ",""
