"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 03 12:52:36 GMT 2022","Thu Nov 03 12:53:12 GMT 2022","35734","","Clear all created lerning items","","","","delete QA curriculum",""
"passed","Thu Nov 03 12:49:50 GMT 2022","Thu Nov 03 12:49:53 GMT 2022","2681","","Search courses","","","","select Started Finished and All courses",""
"failed","Thu Nov 03 12:46:10 GMT 2022","Thu Nov 03 12:46:47 GMT 2022","36685","","Profile editing","","","","should assert profile page",""
"failed","Thu Nov 03 12:50:18 GMT 2022","Thu Nov 03 12:50:54 GMT 2022","36196","","Check student answers","","","","Check first answer",""
"passed","Thu Nov 03 12:40:09 GMT 2022","Thu Nov 03 12:40:14 GMT 2022","4814","","Login test","","","","should show landing page",""
"passed","Thu Nov 03 12:43:13 GMT 2022","Thu Nov 03 12:43:43 GMT 2022","30380","","Invite user by 2 ways","","","","accept invitation",""
"passed","Thu Nov 03 12:50:03 GMT 2022","Thu Nov 03 12:50:04 GMT 2022","677","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Thu Nov 03 12:49:45 GMT 2022","Thu Nov 03 12:49:50 GMT 2022","5465","","Search courses","","","","open and close course lists",""
"passed","Thu Nov 03 12:47:19 GMT 2022","Thu Nov 03 12:47:34 GMT 2022","14384","","Create course group","","","","should create curriculum",""
"failed","Thu Nov 03 12:42:37 GMT 2022","Thu Nov 03 12:43:13 GMT 2022","36004","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Thu Nov 03 12:51:53 GMT 2022","Thu Nov 03 12:52:02 GMT 2022","8956","","Clear all created lerning items","","","","delete QA lessons",""
"passed","Thu Nov 03 12:40:14 GMT 2022","Thu Nov 03 12:40:17 GMT 2022","3559","","Login test","","","","should move to login page and log in",""
"failed","Thu Nov 03 12:46:58 GMT 2022","Thu Nov 03 12:47:12 GMT 2022","13935","","Create course","","","","should create course",""
"passed","Thu Nov 03 12:49:57 GMT 2022","Thu Nov 03 12:50:00 GMT 2022","3404","","Search courses","","","","go to curriculums",""
"failed","Thu Nov 03 12:42:02 GMT 2022","Thu Nov 03 12:42:37 GMT 2022","34467","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Thu Nov 03 12:45:08 GMT 2022","Thu Nov 03 12:45:49 GMT 2022","41044","","Create lessons","","","","should create lesson(text)",""
"failed","Thu Nov 03 12:40:33 GMT 2022","Thu Nov 03 12:41:35 GMT 2022","61340","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Thu Nov 03 12:52:02 GMT 2022","Thu Nov 03 12:52:36 GMT 2022","34628","","Clear all created lerning items","","","","delete QA course",""
"failed","Thu Nov 03 12:51:11 GMT 2022","Thu Nov 03 12:51:42 GMT 2022","30634","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Thu Nov 03 12:47:41 GMT 2022","Thu Nov 03 12:48:26 GMT 2022","44615","","Create curriculum","","","","should create curriculum",""
"failed","Thu Nov 03 12:43:43 GMT 2022","Thu Nov 03 12:43:58 GMT 2022","15239","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Thu Nov 03 12:44:26 GMT 2022","Thu Nov 03 12:45:08 GMT 2022","42298","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Thu Nov 03 12:53:12 GMT 2022","Thu Nov 03 12:53:20 GMT 2022","7622","","Clear all created lerning items","","","","delete QA course group",""
"passed","Thu Nov 03 12:48:39 GMT 2022","Thu Nov 03 12:48:53 GMT 2022","13554","","Create team","","","","should create new team",""
"passed","Thu Nov 03 12:40:27 GMT 2022","Thu Nov 03 12:40:33 GMT 2022","6417","","Register user","","","","can generate a new email address and sign up",""
"passed","Thu Nov 03 12:41:55 GMT 2022","Thu Nov 03 12:42:02 GMT 2022","6612","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Thu Nov 03 12:49:03 GMT 2022","Thu Nov 03 12:49:34 GMT 2022","30668","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Thu Nov 03 12:49:53 GMT 2022","Thu Nov 03 12:49:57 GMT 2022","4136","","Search courses","","","","search course by name",""
