"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 02 11:06:27 GMT 2022","Wed Nov 02 11:06:57 GMT 2022","30205","","Authenticated student test","","","","should scroll page, open course and travel him",""
"failed","Wed Nov 02 10:57:48 GMT 2022","Wed Nov 02 10:58:50 GMT 2022","61393","","Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 02 11:05:52 GMT 2022","Wed Nov 02 11:05:58 GMT 2022","6886","","Search courses","","","","open and close course lists",""
"passed","Wed Nov 02 10:57:27 GMT 2022","Wed Nov 02 10:57:31 GMT 2022","4555","","Login test","","","","should move to login page and log in",""
"passed","Wed Nov 02 10:59:27 GMT 2022","Wed Nov 02 10:59:41 GMT 2022","13549","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Wed Nov 02 11:01:47 GMT 2022","Wed Nov 02 11:02:28 GMT 2022","41043","","Create lessons","","","","should create lesson(text + checkbox + radio)",""
"failed","Wed Nov 02 10:59:51 GMT 2022","Wed Nov 02 11:00:06 GMT 2022","15833","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Wed Nov 02 11:05:59 GMT 2022","Wed Nov 02 11:06:02 GMT 2022","3549","","Search courses","","","","select Started Finished and All courses",""
"failed","Wed Nov 02 11:00:24 GMT 2022","Wed Nov 02 11:01:05 GMT 2022","40773","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Wed Nov 02 10:59:19 GMT 2022","Wed Nov 02 10:59:27 GMT 2022","8294","","Invite user by 2 ways","","","","should invite by user menu",""
"passed","Wed Nov 02 11:03:51 GMT 2022","Wed Nov 02 11:04:05 GMT 2022","14158","","Create course group","","","","should create curriculum",""
"failed","Wed Nov 02 11:03:06 GMT 2022","Wed Nov 02 11:03:20 GMT 2022","13392","","Profile editing","","","","should assert profile page",""
"passed","Wed Nov 02 10:57:21 GMT 2022","Wed Nov 02 10:57:27 GMT 2022","5751","","Login test","","","","should show landing page",""
"passed","Wed Nov 02 11:06:07 GMT 2022","Wed Nov 02 11:06:11 GMT 2022","4063","","Search courses","","","","go to curriculums",""
"passed","Wed Nov 02 10:57:41 GMT 2022","Wed Nov 02 10:57:48 GMT 2022","7106","","Register user","","","","can generate a new email address and sign up",""
"passed","Wed Nov 02 10:59:41 GMT 2022","Wed Nov 02 10:59:51 GMT 2022","9983","","Invite user by 2 ways","","","","accept invitation",""
"passed","Wed Nov 02 10:59:13 GMT 2022","Wed Nov 02 10:59:19 GMT 2022","6001","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Wed Nov 02 11:01:05 GMT 2022","Wed Nov 02 11:01:47 GMT 2022","42101","","Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 02 11:04:13 GMT 2022","Wed Nov 02 11:04:29 GMT 2022","15463","","Create curriculum","","","","should create curriculum",""
"passed","Wed Nov 02 11:06:02 GMT 2022","Wed Nov 02 11:06:07 GMT 2022","5121","","Search courses","","","","search course by name",""
"failed","Wed Nov 02 11:06:57 GMT 2022","Wed Nov 02 11:07:27 GMT 2022","30173","","Authenticated student test","","","","should change language",""
"passed","Wed Nov 02 11:04:38 GMT 2022","Wed Nov 02 11:04:53 GMT 2022","14951","","Create team","","","","should create new team",""
"failed","Wed Nov 02 11:05:05 GMT 2022","Wed Nov 02 11:05:37 GMT 2022","31961","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Wed Nov 02 11:06:15 GMT 2022","Wed Nov 02 11:06:16 GMT 2022","1199","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Wed Nov 02 11:02:28 GMT 2022","Wed Nov 02 11:02:33 GMT 2022","4978","","Create lessons","","","","should ",""
"failed","Wed Nov 02 11:03:28 GMT 2022","Wed Nov 02 11:03:43 GMT 2022","14683","","Create course","","","","should create course",""
