"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Nov 04 20:37:50 GMT 2022","Fri Nov 04 20:38:25 GMT 2022","35047","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Fri Nov 04 20:40:03 GMT 2022","Fri Nov 04 20:41:14 GMT 2022","71452","","Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Fri Nov 04 20:39:08 GMT 2022","Fri Nov 04 20:39:28 GMT 2022","20477","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Fri Nov 04 20:46:35 GMT 2022","Fri Nov 04 20:46:40 GMT 2022","5461","","Search courses","","","","search course by name",""
"passed","Fri Nov 04 20:37:15 GMT 2022","Fri Nov 04 20:37:20 GMT 2022","4461","","Login test","","","","should move to login page and log in",""
"passed","Fri Nov 04 20:37:09 GMT 2022","Fri Nov 04 20:37:15 GMT 2022","5697","","Login test","","","","should show landing page",""
"failed","Fri Nov 04 20:42:12 GMT 2022","Fri Nov 04 20:42:50 GMT 2022","37656","","Profile editing","","","","should assert profile page",""
"failed","Fri Nov 04 20:43:06 GMT 2022","Fri Nov 04 20:43:23 GMT 2022","16528","","Create course","","","","should create course",""
"failed","Fri Nov 04 20:47:09 GMT 2022","Fri Nov 04 20:47:46 GMT 2022","36442","","Check student answers","","","","Check first answer",""
"passed","Fri Nov 04 20:45:06 GMT 2022","Fri Nov 04 20:45:23 GMT 2022","16567","","Create team","","","","should create new team",""
"failed","Fri Nov 04 20:45:38 GMT 2022","Fri Nov 04 20:46:09 GMT 2022","31008","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Fri Nov 04 20:46:48 GMT 2022","Fri Nov 04 20:46:49 GMT 2022","1454","","Search curriculums","","","","go to curriculums and search them by name",""
"passed","Fri Nov 04 20:43:33 GMT 2022","Fri Nov 04 20:43:50 GMT 2022","16304","","Create course group","","","","should create curriculum",""
"passed","Fri Nov 04 20:41:15 GMT 2022","Fri Nov 04 20:41:39 GMT 2022","24901","","Create lessons","","","","should create lesson(text)",""
"failed","Fri Nov 04 20:49:40 GMT 2022","Fri Nov 04 20:50:16 GMT 2022","36219","","Clear all created lerning items","","","","delete QA curriculum",""
"failed","Fri Nov 04 20:38:25 GMT 2022","Fri Nov 04 20:38:32 GMT 2022","7104","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 20:38:32 GMT 2022","Fri Nov 04 20:39:08 GMT 2022","35646","","Invite user by 2 ways","","","","accept invitation",""
"failed","Fri Nov 04 20:37:33 GMT 2022","Fri Nov 04 20:37:33 GMT 2022","795","","Register user","","","","can generate a new email address and sign up",""
"failed","Fri Nov 04 20:37:33 GMT 2022","Fri Nov 04 20:37:34 GMT 2022","398","","Register user","","","","can receive the confirmation email and extract the code",""
"passed","Fri Nov 04 20:46:31 GMT 2022","Fri Nov 04 20:46:35 GMT 2022","3379","","Search courses","","","","select Started Finished and All courses",""
"passed","Fri Nov 04 20:48:54 GMT 2022","Fri Nov 04 20:49:05 GMT 2022","10870","","Clear all created lerning items","","","","delete QA lessons",""
"failed","Fri Nov 04 20:44:00 GMT 2022","Fri Nov 04 20:44:47 GMT 2022","47249","","Create curriculum","","","","should create curriculum",""
"failed","Fri Nov 04 20:37:43 GMT 2022","Fri Nov 04 20:37:50 GMT 2022","6720","","Invite user by 2 ways","","","","can generate a new email address",""
"passed","Fri Nov 04 20:46:24 GMT 2022","Fri Nov 04 20:46:31 GMT 2022","7024","","Search courses","","","","open and close course lists",""
"failed","Fri Nov 04 20:49:05 GMT 2022","Fri Nov 04 20:49:40 GMT 2022","35315","","Clear all created lerning items","","","","delete QA course",""
"passed","Fri Nov 04 20:46:40 GMT 2022","Fri Nov 04 20:46:45 GMT 2022","4506","","Search courses","","","","go to curriculums",""
"failed","Fri Nov 04 20:48:08 GMT 2022","Fri Nov 04 20:48:39 GMT 2022","30818","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Fri Nov 04 20:50:16 GMT 2022","Fri Nov 04 20:50:24 GMT 2022","7564","","Clear all created lerning items","","","","delete QA course group",""
