"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 14:37:08 GMT 2022","Wed Nov 30 14:37:13 GMT 2022","5314","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Wed Nov 30 14:37:42 GMT 2022","Wed Nov 30 14:38:19 GMT 2022","36587","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Wed Nov 30 14:37:13 GMT 2022","Wed Nov 30 14:37:17 GMT 2022","3472","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Wed Nov 30 14:38:19 GMT 2022","Wed Nov 30 14:38:39 GMT 2022","20186","","D. Create lessons","","","","should create lesson(text)",""
"passed","Wed Nov 30 14:40:10 GMT 2022","Wed Nov 30 14:40:22 GMT 2022","12295","","I. Create team","","","","should create new team",""
"passed","Wed Nov 30 14:40:46 GMT 2022","Wed Nov 30 14:40:50 GMT 2022","3748","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Wed Nov 30 14:41:23 GMT 2022","Wed Nov 30 14:41:28 GMT 2022","5099","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Wed Nov 30 14:39:11 GMT 2022","Wed Nov 30 14:39:24 GMT 2022","13091","","F. Create course","","","","should create course",""
"passed","Wed Nov 30 14:39:49 GMT 2022","Wed Nov 30 14:40:04 GMT 2022","14688","","H. Create curriculum","","","","should create curriculum",""
"passed","Wed Nov 30 14:40:50 GMT 2022","Wed Nov 30 14:40:53 GMT 2022","2891","","K. Search courses","","","","search course by name",""
"passed","Wed Nov 30 14:41:06 GMT 2022","Wed Nov 30 14:41:14 GMT 2022","8138","","L. Check student answers","","","","Check first answer",""
"passed","Wed Nov 30 14:39:30 GMT 2022","Wed Nov 30 14:39:43 GMT 2022","13501","","G. Create course group","","","","should create course program",""
"passed","Wed Nov 30 14:36:54 GMT 2022","Wed Nov 30 14:36:57 GMT 2022","3837","","A. Login test","","","","should show landing page",""
"failed","Wed Nov 30 14:38:54 GMT 2022","Wed Nov 30 14:39:06 GMT 2022","12091","","E. Profile editing","","","","should assert profile page",""
"passed","Wed Nov 30 14:40:31 GMT 2022","Wed Nov 30 14:40:40 GMT 2022","9573","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Wed Nov 30 14:40:53 GMT 2022","Wed Nov 30 14:40:55 GMT 2022","2884","","K. Search courses","","","","go to curriculums",""
"passed","Wed Nov 30 14:36:58 GMT 2022","Wed Nov 30 14:37:01 GMT 2022","3363","","A. Login test","","","","should move to login page and log in",""
