"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 06:46:38 GMT 2022","Tue Nov 22 06:46:41 GMT 2022","2936","","K. Search courses","","","","search course by name",""
"failed","Tue Nov 22 06:49:20 GMT 2022","Tue Nov 22 06:50:02 GMT 2022","41467","","N. Clear all created learning items","","","","delete QA course",""
"passed","Tue Nov 22 06:42:46 GMT 2022","Tue Nov 22 06:43:08 GMT 2022","22483","","D. Create lessons","","","","should create lesson(text)",""
"failed","Tue Nov 22 06:40:22 GMT 2022","Tue Nov 22 06:40:26 GMT 2022","3865","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Tue Nov 22 06:45:26 GMT 2022","Tue Nov 22 06:45:41 GMT 2022","15027","","I. Create team","","","","should create new team",""
"failed","Tue Nov 22 06:46:41 GMT 2022","Tue Nov 22 06:47:14 GMT 2022","32739","","K. Search courses","","","","go to curriculums",""
"failed","Tue Nov 22 06:48:21 GMT 2022","Tue Nov 22 06:48:52 GMT 2022","30565","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Tue Nov 22 06:40:45 GMT 2022","Tue Nov 22 06:41:27 GMT 2022","41866","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Tue Nov 22 06:46:33 GMT 2022","Tue Nov 22 06:46:38 GMT 2022","5308","","K. Search courses","","","","select Started Finished and All courses",""
"failed","Tue Nov 22 06:47:32 GMT 2022","Tue Nov 22 06:48:05 GMT 2022","32857","","L. Check student answers","","","","Check first answer",""
"failed","Tue Nov 22 06:45:52 GMT 2022","Tue Nov 22 06:46:22 GMT 2022","30579","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Tue Nov 22 06:40:45 GMT 2022","Tue Nov 22 06:40:45 GMT 2022","348","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Tue Nov 22 06:39:56 GMT 2022","Tue Nov 22 06:40:03 GMT 2022","7066","","A. Login test","","","","should show landing page",""
"failed","Tue Nov 22 06:44:28 GMT 2022","Tue Nov 22 06:45:13 GMT 2022","45286","","H. Create curriculum","","","","should create curriculum",""
"passed","Tue Nov 22 06:44:06 GMT 2022","Tue Nov 22 06:44:21 GMT 2022","14778","","G. Create course group","","","","should create curriculum",""
"failed","Tue Nov 22 06:43:46 GMT 2022","Tue Nov 22 06:43:59 GMT 2022","13366","","F. Create course","","","","should create course",""
"failed","Tue Nov 22 06:50:02 GMT 2022","Tue Nov 22 06:50:44 GMT 2022","42384","","N. Clear all created learning items","","","","delete QA curriculum",""
"passed","Tue Nov 22 06:40:03 GMT 2022","Tue Nov 22 06:40:07 GMT 2022","4300","","A. Login test","","","","should move to login page and log in",""
"failed","Tue Nov 22 06:43:26 GMT 2022","Tue Nov 22 06:43:39 GMT 2022","13679","","E. Profile editing","","","","should assert profile page",""
"passed","Tue Nov 22 06:42:04 GMT 2022","Tue Nov 22 06:42:46 GMT 2022","41121","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Tue Nov 22 06:49:02 GMT 2022","Tue Nov 22 06:49:20 GMT 2022","18475","","N. Clear all created learning items","","","","delete QA lessons",""
"passed","Tue Nov 22 06:50:44 GMT 2022","Tue Nov 22 06:50:58 GMT 2022","14029","","N. Clear all created learning items","","","","delete QA course group",""
"failed","Tue Nov 22 06:40:32 GMT 2022","Tue Nov 22 06:40:45 GMT 2022","12694","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Tue Nov 22 06:41:27 GMT 2022","Tue Nov 22 06:41:45 GMT 2022","17548","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Tue Nov 22 06:40:16 GMT 2022","Tue Nov 22 06:40:22 GMT 2022","6695","","B. Register user","","","","can generate a new email address and sign up",""
