"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 13:43:53 GMT 2022","Tue Nov 22 13:44:17 GMT 2022","23805","","D. Create lessons","","","","should create lesson(text)",""
"passed","Tue Nov 22 13:42:19 GMT 2022","Tue Nov 22 13:42:23 GMT 2022","4133","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Tue Nov 22 13:48:02 GMT 2022","Tue Nov 22 13:48:21 GMT 2022","18191","","N. Clear all created learning items","","","","delete QA lessons",""
"passed","Tue Nov 22 13:41:32 GMT 2022","Tue Nov 22 13:41:36 GMT 2022","4020","","A. Login test","","","","should move to login page and log in",""
"failed","Tue Nov 22 13:44:39 GMT 2022","Tue Nov 22 13:44:53 GMT 2022","14150","","E. Profile editing","","","","should assert profile page",""
"passed","Tue Nov 22 13:48:21 GMT 2022","Tue Nov 22 13:48:36 GMT 2022","15826","","N. Clear all created learning items","","","","delete QA course",""
"passed","Tue Nov 22 13:45:26 GMT 2022","Tue Nov 22 13:45:42 GMT 2022","15391","","G. Create course group","","","","should create curriculum",""
"failed","Tue Nov 22 13:41:52 GMT 2022","Tue Nov 22 13:41:57 GMT 2022","4776","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Tue Nov 22 13:48:36 GMT 2022","Tue Nov 22 13:48:52 GMT 2022","15861","","N. Clear all created learning items","","","","delete QA curriculum",""
"passed","Tue Nov 22 13:48:52 GMT 2022","Tue Nov 22 13:49:05 GMT 2022","12808","","N. Clear all created learning items","","","","delete QA course group",""
"passed","Tue Nov 22 13:46:42 GMT 2022","Tue Nov 22 13:46:54 GMT 2022","11575","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Tue Nov 22 13:42:23 GMT 2022","Tue Nov 22 13:42:35 GMT 2022","11690","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Tue Nov 22 13:47:11 GMT 2022","Tue Nov 22 13:47:14 GMT 2022","3610","","K. Search courses","","","","go to curriculums",""
"passed","Tue Nov 22 13:43:09 GMT 2022","Tue Nov 22 13:43:53 GMT 2022","43829","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Tue Nov 22 13:41:46 GMT 2022","Tue Nov 22 13:41:52 GMT 2022","6508","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Tue Nov 22 13:42:14 GMT 2022","Tue Nov 22 13:42:19 GMT 2022","4525","","C. Invite user by 2 ways","","","","getting last email",""
"passed","Tue Nov 22 13:45:50 GMT 2022","Tue Nov 22 13:46:07 GMT 2022","17427","","H. Create curriculum","","","","should create curriculum",""
"passed","Tue Nov 22 13:41:27 GMT 2022","Tue Nov 22 13:41:32 GMT 2022","5406","","A. Login test","","","","should show landing page",""
"passed","Tue Nov 22 13:47:02 GMT 2022","Tue Nov 22 13:47:07 GMT 2022","4511","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Tue Nov 22 13:47:27 GMT 2022","Tue Nov 22 13:47:37 GMT 2022","9351","","L. Check student answers","","","","Check first answer",""
"passed","Tue Nov 22 13:45:01 GMT 2022","Tue Nov 22 13:45:17 GMT 2022","16170","","F. Create course","","","","should create course",""
"passed","Tue Nov 22 13:42:05 GMT 2022","Tue Nov 22 13:42:14 GMT 2022","9637","","C. Invite user by 2 ways","","","","should invite by user menu",""
"passed","Tue Nov 22 13:46:16 GMT 2022","Tue Nov 22 13:46:30 GMT 2022","14348","","I. Create team","","","","should create new team",""
"passed","Tue Nov 22 13:47:07 GMT 2022","Tue Nov 22 13:47:11 GMT 2022","3488","","K. Search courses","","","","search course by name",""
"passed","Tue Nov 22 13:47:49 GMT 2022","Tue Nov 22 13:47:56 GMT 2022","6318","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Tue Nov 22 13:42:35 GMT 2022","Tue Nov 22 13:42:50 GMT 2022","15455","","C. Invite user by 2 ways","","","","should invite by admin tools",""
