"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 15 06:55:21 GMT 2022","Tue Nov 15 06:55:55 GMT 2022","34281","","F. Create course","","","","should create course",""
"failed","Tue Nov 15 06:51:46 GMT 2022","Tue Nov 15 06:51:46 GMT 2022","332","","C. Invite user by 2 ways","","","","accept invitation",""
"skipped","Tue Nov 15 06:59:30 GMT 2022","Tue Nov 15 06:59:30 GMT 2022","0","","K. Search courses","","","","go to curriculums",""
"failed","Tue Nov 15 06:51:13 GMT 2022","Tue Nov 15 06:51:46 GMT 2022","33064","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Tue Nov 15 06:50:10 GMT 2022","Tue Nov 15 06:50:44 GMT 2022","34077","","A. Login test","","","","should move to login page and log in",""
"broken","Tue Nov 15 06:58:56 GMT 2022","Tue Nov 15 06:59:30 GMT 2022","34224","","K. Search courses","","","","select Started Finished and All courses",""
"failed","Tue Nov 15 06:53:15 GMT 2022","Tue Nov 15 06:53:49 GMT 2022","34104","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Tue Nov 15 06:53:49 GMT 2022","Tue Nov 15 06:54:23 GMT 2022","33636","","D. Create lessons","","","","should create lesson(text)",""
"broken","Tue Nov 15 06:58:47 GMT 2022","Tue Nov 15 06:58:47 GMT 2022","2","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Tue Nov 15 06:54:37 GMT 2022","Tue Nov 15 06:55:12 GMT 2022","34599","","E. Profile editing","","","","should assert profile page",""
"skipped","Tue Nov 15 07:01:39 GMT 2022","Tue Nov 15 07:01:39 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course",""
"broken","Tue Nov 15 07:00:13 GMT 2022","Tue Nov 15 07:00:13 GMT 2022","1","","L. Check student answers","","","","Check first answer",""
"passed","Tue Nov 15 06:50:56 GMT 2022","Tue Nov 15 06:51:03 GMT 2022","6856","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Tue Nov 15 06:50:05 GMT 2022","Tue Nov 15 06:50:10 GMT 2022","5141","","A. Login test","","","","should show landing page",""
"broken","Tue Nov 15 06:56:47 GMT 2022","Tue Nov 15 06:57:21 GMT 2022","34389","","H. Create curriculum","","","","should create curriculum",""
"failed","Tue Nov 15 06:52:21 GMT 2022","Tue Nov 15 06:52:54 GMT 2022","33796","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Tue Nov 15 06:51:46 GMT 2022","Tue Nov 15 06:52:21 GMT 2022","34289","","C. Invite user by 2 ways","","","","delete invited user",""
"skipped","Tue Nov 15 07:01:39 GMT 2022","Tue Nov 15 07:01:39 GMT 2022","0","","N. Clear all created learning items","","","","delete QA curriculum",""
"skipped","Tue Nov 15 06:59:30 GMT 2022","Tue Nov 15 06:59:30 GMT 2022","0","","K. Search courses","","","","search course by name",""
"skipped","Tue Nov 15 07:01:39 GMT 2022","Tue Nov 15 07:01:39 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course group",""
"broken","Tue Nov 15 06:56:04 GMT 2022","Tue Nov 15 06:56:38 GMT 2022","34351","","G. Create course group","","","","should create curriculum",""
"broken","Tue Nov 15 06:57:30 GMT 2022","Tue Nov 15 06:58:04 GMT 2022","34225","","I. Create team","","","","should create new team",""
"broken","Tue Nov 15 07:00:56 GMT 2022","Tue Nov 15 07:00:56 GMT 2022","1","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"broken","Tue Nov 15 07:01:05 GMT 2022","Tue Nov 15 07:01:39 GMT 2022","34107","","N. Clear all created learning items","","","","delete QA lessons",""
"failed","Tue Nov 15 06:51:03 GMT 2022","Tue Nov 15 06:51:07 GMT 2022","3978","","B. Register user","","","","can receive the confirmation email and extract the code",""
