"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 04 20:53:13 GMT 2022","Fri Nov 04 20:53:16 GMT 2022","2749","","Search courses","","","","select Started Finished and All courses",""
"failed","Fri Nov 04 20:46:11 GMT 2022","Fri Nov 04 20:46:11 GMT 2022","463","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 20:56:36 GMT 2022","Fri Nov 04 20:56:42 GMT 2022","6139","","Clear all created lerning items","","","","delete QA course group",""
"failed","Fri Nov 04 20:47:05 GMT 2022","Fri Nov 04 20:47:40 GMT 2022","34932","","Invite user by 2 ways","","","","accept invitation",""
"passed","Fri Nov 04 20:53:08 GMT 2022","Fri Nov 04 20:53:13 GMT 2022","5476","","Search courses","","","","open and close course lists",""
"failed","Fri Nov 04 20:52:25 GMT 2022","Fri Nov 04 20:52:56 GMT 2022","30819","","Complete the course which we have created in previous tests","","","","should ",""
"failed","Fri Nov 04 20:51:01 GMT 2022","Fri Nov 04 20:51:46 GMT 2022","44649","","Create curriculum","","","","should create curriculum",""
"failed","Fri Nov 04 20:50:17 GMT 2022","Fri Nov 04 20:50:31 GMT 2022","13967","","Create course","","","","should create course",""
"failed","Fri Nov 04 20:46:24 GMT 2022","Fri Nov 04 20:46:59 GMT 2022","34651","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Fri Nov 04 20:46:10 GMT 2022","Fri Nov 04 20:46:11 GMT 2022","1058","","Register user","","","","can generate a new email address and sign up",""
"failed","Fri Nov 04 20:49:29 GMT 2022","Fri Nov 04 20:50:05 GMT 2022","35898","","Profile editing","","","","should assert profile page",""
"failed","Fri Nov 04 20:54:34 GMT 2022","Fri Nov 04 20:55:05 GMT 2022","30774","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Fri Nov 04 20:56:00 GMT 2022","Fri Nov 04 20:56:36 GMT 2022","35482","","Clear all created lerning items","","","","delete QA curriculum",""
"failed","Fri Nov 04 20:46:18 GMT 2022","Fri Nov 04 20:46:24 GMT 2022","5668","","Invite user by 2 ways","","","","can generate a new email address",""
"passed","Fri Nov 04 20:53:20 GMT 2022","Fri Nov 04 20:53:24 GMT 2022","3309","","Search courses","","","","go to curriculums",""
"passed","Fri Nov 04 20:45:55 GMT 2022","Fri Nov 04 20:45:59 GMT 2022","3626","","Login test","","","","should move to login page and log in",""
"failed","Fri Nov 04 20:46:59 GMT 2022","Fri Nov 04 20:47:05 GMT 2022","5862","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 20:47:40 GMT 2022","Fri Nov 04 20:47:56 GMT 2022","16486","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Fri Nov 04 20:55:17 GMT 2022","Fri Nov 04 20:55:25 GMT 2022","8648","","Clear all created lerning items","","","","delete QA lessons",""
"passed","Fri Nov 04 20:50:39 GMT 2022","Fri Nov 04 20:50:53 GMT 2022","14031","","Create course group","","","","should create curriculum",""
"failed","Fri Nov 04 20:55:25 GMT 2022","Fri Nov 04 20:56:00 GMT 2022","34766","","Clear all created lerning items","","","","delete QA course",""
"passed","Fri Nov 04 20:48:22 GMT 2022","Fri Nov 04 20:48:55 GMT 2022","33028","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Fri Nov 04 20:53:16 GMT 2022","Fri Nov 04 20:53:20 GMT 2022","4479","","Search courses","","","","search course by name",""
"passed","Fri Nov 04 20:52:00 GMT 2022","Fri Nov 04 20:52:14 GMT 2022","13887","","Create team","","","","should create new team",""
"passed","Fri Nov 04 20:53:26 GMT 2022","Fri Nov 04 20:53:27 GMT 2022","708","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Fri Nov 04 20:53:41 GMT 2022","Fri Nov 04 20:54:17 GMT 2022","35897","","Check student answers","","","","Check first answer",""
"passed","Fri Nov 04 20:45:51 GMT 2022","Fri Nov 04 20:45:55 GMT 2022","4805","","Login test","","","","should show landing page",""
"passed","Fri Nov 04 20:48:55 GMT 2022","Fri Nov 04 20:49:13 GMT 2022","17821","","Create lessons","","","","should create lesson(text)",""
