"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 15 06:53:44 GMT 2022","Tue Nov 15 06:54:17 GMT 2022","32730","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Tue Nov 15 06:57:45 GMT 2022","Tue Nov 15 06:58:19 GMT 2022","33736","","F. Create course","","","","should create course",""
"failed","Tue Nov 15 06:54:17 GMT 2022","Tue Nov 15 06:54:17 GMT 2022","306","","C. Invite user by 2 ways","","","","accept invitation",""
"failed","Tue Nov 15 06:55:43 GMT 2022","Tue Nov 15 06:56:17 GMT 2022","33660","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Tue Nov 15 06:53:37 GMT 2022","Tue Nov 15 06:53:39 GMT 2022","2522","","B. Register user","","","","can receive the confirmation email and extract the code",""
"failed","Tue Nov 15 06:56:17 GMT 2022","Tue Nov 15 06:56:50 GMT 2022","33359","","D. Create lessons","","","","should create lesson(text)",""
"broken","Tue Nov 15 07:02:29 GMT 2022","Tue Nov 15 07:02:29 GMT 2022","2","","L. Check student answers","","","","Check first answer",""
"broken","Tue Nov 15 07:01:13 GMT 2022","Tue Nov 15 07:01:47 GMT 2022","33631","","K. Search courses","","","","select Started Finished and All courses",""
"broken","Tue Nov 15 07:01:05 GMT 2022","Tue Nov 15 07:01:05 GMT 2022","1","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Tue Nov 15 06:57:03 GMT 2022","Tue Nov 15 06:57:37 GMT 2022","33701","","E. Profile editing","","","","should assert profile page",""
"broken","Tue Nov 15 07:03:18 GMT 2022","Tue Nov 15 07:03:52 GMT 2022","33575","","N. Clear all created learning items","","","","delete QA lessons",""
"broken","Tue Nov 15 06:59:08 GMT 2022","Tue Nov 15 06:59:42 GMT 2022","33752","","H. Create curriculum","","","","should create curriculum",""
"skipped","Tue Nov 15 07:01:47 GMT 2022","Tue Nov 15 07:01:47 GMT 2022","1","","K. Search courses","","","","search course by name",""
"skipped","Tue Nov 15 07:03:52 GMT 2022","Tue Nov 15 07:03:52 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course",""
"passed","Tue Nov 15 06:52:42 GMT 2022","Tue Nov 15 06:52:46 GMT 2022","3993","","A. Login test","","","","should show landing page",""
"skipped","Tue Nov 15 07:03:52 GMT 2022","Tue Nov 15 07:03:52 GMT 2022","0","","N. Clear all created learning items","","","","delete QA curriculum",""
"failed","Tue Nov 15 06:52:46 GMT 2022","Tue Nov 15 06:53:19 GMT 2022","33380","","A. Login test","","","","should move to login page and log in",""
"failed","Tue Nov 15 06:54:17 GMT 2022","Tue Nov 15 06:54:51 GMT 2022","33990","","C. Invite user by 2 ways","","","","delete invited user",""
"skipped","Tue Nov 15 07:01:47 GMT 2022","Tue Nov 15 07:01:47 GMT 2022","0","","K. Search courses","","","","go to curriculums",""
"broken","Tue Nov 15 07:03:10 GMT 2022","Tue Nov 15 07:03:10 GMT 2022","1","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"broken","Tue Nov 15 06:58:27 GMT 2022","Tue Nov 15 06:59:01 GMT 2022","33713","","G. Create course group","","","","should create curriculum",""
"broken","Tue Nov 15 06:59:50 GMT 2022","Tue Nov 15 07:00:24 GMT 2022","33549","","I. Create team","","","","should create new team",""
"passed","Tue Nov 15 06:53:31 GMT 2022","Tue Nov 15 06:53:37 GMT 2022","5714","","B. Register user","","","","can generate a new email address and sign up",""
"failed","Tue Nov 15 06:54:51 GMT 2022","Tue Nov 15 06:55:25 GMT 2022","34292","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"skipped","Tue Nov 15 07:03:52 GMT 2022","Tue Nov 15 07:03:52 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course group",""
