"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 28 12:28:54 GMT 2022","Mon Nov 28 12:28:54 GMT 2022","375","","E. Profile editing","","","","should assert profile page",""
"failed","Mon Nov 28 12:28:37 GMT 2022","Mon Nov 28 12:28:38 GMT 2022","383","","B. Register user","","","","can generate a new email address and sign up",""
"broken","Mon Nov 28 12:29:09 GMT 2022","Mon Nov 28 12:29:09 GMT 2022","373","","I. Create team","","","","should create new team",""
"broken","Mon Nov 28 12:29:13 GMT 2022","Mon Nov 28 12:29:13 GMT 2022","1","","J. Complete the course which we have created in previous tests","","","","should ",""
"broken","Mon Nov 28 12:29:20 GMT 2022","Mon Nov 28 12:29:20 GMT 2022","1","","L. Check student answers","","","","Check first answer",""
"broken","Mon Nov 28 12:29:01 GMT 2022","Mon Nov 28 12:29:02 GMT 2022","404","","G. Create course group","","","","should create course program",""
"broken","Mon Nov 28 12:29:24 GMT 2022","Mon Nov 28 12:29:24 GMT 2022","1","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Mon Nov 28 12:28:38 GMT 2022","Mon Nov 28 12:28:41 GMT 2022","3300","","B. Register user","","","","can receive the confirmation email and extract the code",""
"skipped","Mon Nov 28 12:28:31 GMT 2022","Mon Nov 28 12:28:31 GMT 2022","0","","A. Login test","","","","should move to login page and log in",""
"broken","Mon Nov 28 12:28:30 GMT 2022","Mon Nov 28 12:28:31 GMT 2022","1275","","A. Login test","","","","should show landing page",""
