"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 03 14:29:51 GMT 2022","Sat Dec 03 14:29:54 GMT 2022","3130","","A. Login test","","","","should move to login page and log in",""
"failed","Sat Dec 03 14:39:03 GMT 2022","Sat Dec 03 14:39:46 GMT 2022","42704","","N. Clear all created learning items","","","","delete QA lessons",""
"passed","Sat Dec 03 14:30:25 GMT 2022","Sat Dec 03 14:30:31 GMT 2022","5779","","C. Invite user by 2 ways","","","","getting last email",""
"failed","Sat Dec 03 14:37:31 GMT 2022","Sat Dec 03 14:38:04 GMT 2022","32665","","L. Check student answers","","","","Check first answer",""
"failed","Sat Dec 03 14:40:28 GMT 2022","Sat Dec 03 14:41:10 GMT 2022","42034","","N. Clear all created learning items","","","","delete QA curriculum",""
"failed","Sat Dec 03 14:35:52 GMT 2022","Sat Dec 03 14:36:22 GMT 2022","30557","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Sat Dec 03 14:34:06 GMT 2022","Sat Dec 03 14:34:21 GMT 2022","14442","","G. Create course group","","","","should create course program",""
"passed","Sat Dec 03 14:30:31 GMT 2022","Sat Dec 03 14:30:35 GMT 2022","3528","","C. Invite user by 2 ways","","","","accept invitation",""
"failed","Sat Dec 03 14:31:51 GMT 2022","Sat Dec 03 14:32:29 GMT 2022","38553","","D. Create lessons","","","","should create lesson(text)",""
"passed","Sat Dec 03 14:35:27 GMT 2022","Sat Dec 03 14:35:41 GMT 2022","13656","","I. Create team","","","","should create new team",""
"passed","Sat Dec 03 14:30:18 GMT 2022","Sat Dec 03 14:30:25 GMT 2022","7409","","C. Invite user by 2 ways","","","","should invite by user menu",""
"failed","Sat Dec 03 14:39:46 GMT 2022","Sat Dec 03 14:40:28 GMT 2022","41974","","N. Clear all created learning items","","","","delete QA course",""
"failed","Sat Dec 03 14:31:12 GMT 2022","Sat Dec 03 14:31:51 GMT 2022","38790","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Sat Dec 03 14:34:29 GMT 2022","Sat Dec 03 14:35:13 GMT 2022","43842","","H. Create curriculum","","","","should create curriculum",""
"passed","Sat Dec 03 14:30:35 GMT 2022","Sat Dec 03 14:30:46 GMT 2022","11239","","C. Invite user by 2 ways","","","","delete invited user",""
"failed","Sat Dec 03 14:33:09 GMT 2022","Sat Dec 03 14:33:52 GMT 2022","43256","","F. Create course","","","","should create course",""
"failed","Sat Dec 03 14:41:10 GMT 2022","Sat Dec 03 14:41:23 GMT 2022","12721","","N. Clear all created learning items","","","","delete QA course group",""
"passed","Sat Dec 03 14:30:46 GMT 2022","Sat Dec 03 14:30:57 GMT 2022","10419","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Sat Dec 03 14:38:21 GMT 2022","Sat Dec 03 14:38:51 GMT 2022","30598","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Sat Dec 03 14:32:52 GMT 2022","Sat Dec 03 14:33:00 GMT 2022","8461","","E. Profile editing","","","","should assert profile page",""
"passed","Sat Dec 03 14:29:47 GMT 2022","Sat Dec 03 14:29:51 GMT 2022","4205","","A. Login test","","","","should show landing page",""
"passed","Sat Dec 03 14:30:02 GMT 2022","Sat Dec 03 14:30:11 GMT 2022","9023","","B. Register user","","","","can generate a new email address and sign up",""
