"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 01 13:20:41 GMT 2022","Thu Dec 01 13:20:52 GMT 2022","10764","","J. Complete the course which we have created in previous tests","","","","should ",""
"passed","Thu Dec 01 13:19:31 GMT 2022","Thu Dec 01 13:19:46 GMT 2022","15190","","G. Create course group","","","","should create course program",""
"passed","Thu Dec 01 13:20:16 GMT 2022","Thu Dec 01 13:20:30 GMT 2022","13918","","I. Create team","","","","should create new team",""
"passed","Thu Dec 01 13:15:55 GMT 2022","Thu Dec 01 13:16:06 GMT 2022","11130","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Thu Dec 01 13:21:21 GMT 2022","Thu Dec 01 13:21:30 GMT 2022","8337","","L. Check student answers","","","","Check first answer",""
"passed","Thu Dec 01 13:16:39 GMT 2022","Thu Dec 01 13:16:52 GMT 2022","12196","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Thu Dec 01 13:21:06 GMT 2022","Thu Dec 01 13:21:09 GMT 2022","3086","","K. Search courses","","","","go to curriculums",""
"passed","Thu Dec 01 13:15:36 GMT 2022","Thu Dec 01 13:15:42 GMT 2022","6158","","A. Login test","","","","should show landing page",""
"failed","Thu Dec 01 13:16:06 GMT 2022","Thu Dec 01 13:16:11 GMT 2022","4869","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Thu Dec 01 13:15:42 GMT 2022","Thu Dec 01 13:15:46 GMT 2022","3670","","A. Login test","","","","should move to login page and log in",""
"passed","Thu Dec 01 13:16:35 GMT 2022","Thu Dec 01 13:16:39 GMT 2022","4218","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Thu Dec 01 13:18:04 GMT 2022","Thu Dec 01 13:18:29 GMT 2022","24338","","D. Create lessons","","","","should create lesson(text)",""
"passed","Thu Dec 01 13:19:53 GMT 2022","Thu Dec 01 13:20:09 GMT 2022","16036","","H. Create curriculum","","","","should create curriculum",""
"passed","Thu Dec 01 13:19:08 GMT 2022","Thu Dec 01 13:19:23 GMT 2022","14907","","F. Create course","","","","should create course",""
"passed","Thu Dec 01 13:20:58 GMT 2022","Thu Dec 01 13:21:03 GMT 2022","4380","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Thu Dec 01 13:16:52 GMT 2022","Thu Dec 01 13:17:03 GMT 2022","11867","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Thu Dec 01 13:18:48 GMT 2022","Thu Dec 01 13:19:02 GMT 2022","13480","","E. Profile editing","","","","should assert profile page",""
"passed","Thu Dec 01 13:21:40 GMT 2022","Thu Dec 01 13:21:45 GMT 2022","5385","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Thu Dec 01 13:16:19 GMT 2022","Thu Dec 01 13:16:28 GMT 2022","8560","","C. Invite user by 2 ways","","","","should invite by user menu",""
"passed","Thu Dec 01 13:16:28 GMT 2022","Thu Dec 01 13:16:35 GMT 2022","7055","","C. Invite user by 2 ways","","","","getting last email",""
"passed","Thu Dec 01 13:21:03 GMT 2022","Thu Dec 01 13:21:06 GMT 2022","3050","","K. Search courses","","","","search course by name",""
"passed","Thu Dec 01 13:17:17 GMT 2022","Thu Dec 01 13:18:04 GMT 2022","47350","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
