"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 03 09:35:20 GMT 2022","Thu Nov 03 09:35:24 GMT 2022","4334","","Login test","","","","should move to login page and log in",""
"passed","Thu Nov 03 09:44:34 GMT 2022","Thu Nov 03 09:44:39 GMT 2022","4461","","Search courses","","","","select Started Finished and All courses",""
"failed","Thu Nov 03 09:44:00 GMT 2022","Thu Nov 03 09:44:34 GMT 2022","34373","","Search courses","","","","open and close course lists",""
"passed","Thu Nov 03 09:44:52 GMT 2022","Thu Nov 03 09:44:53 GMT 2022","1178","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Thu Nov 03 09:46:09 GMT 2022","Thu Nov 03 09:46:10 GMT 2022","943","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Thu Nov 03 09:42:17 GMT 2022","Thu Nov 03 09:42:32 GMT 2022","14625","","Create course","","","","should create course",""
"failed","Thu Nov 03 09:46:26 GMT 2022","Thu Nov 03 09:46:32 GMT 2022","5262","","Clear all created lerning items","","","","delete QA course",""
"failed","Thu Nov 03 09:47:07 GMT 2022","Thu Nov 03 09:47:15 GMT 2022","7756","","Clear all created lerning items","","","","delete QA course group",""
"failed","Thu Nov 03 09:46:32 GMT 2022","Thu Nov 03 09:47:07 GMT 2022","35228","","Clear all created lerning items","","","","delete QA curriculum",""
"passed","Thu Nov 03 09:37:03 GMT 2022","Thu Nov 03 09:37:11 GMT 2022","7242","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Thu Nov 03 09:35:41 GMT 2022","Thu Nov 03 09:36:42 GMT 2022","61418","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Thu Nov 03 09:43:52 GMT 2022","Thu Nov 03 09:43:53 GMT 2022","980","","Complete the course which we have created in previous tests","","","","should ",""
"failed","Thu Nov 03 09:38:53 GMT 2022","Thu Nov 03 09:39:09 GMT 2022","16665","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Thu Nov 03 09:38:22 GMT 2022","Thu Nov 03 09:38:53 GMT 2022","30665","","Invite user by 2 ways","","","","accept invitation",""
"passed","Thu Nov 03 09:35:34 GMT 2022","Thu Nov 03 09:35:41 GMT 2022","7175","","Register user","","","","can generate a new email address and sign up",""
"failed","Thu Nov 03 09:37:46 GMT 2022","Thu Nov 03 09:38:22 GMT 2022","36226","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Thu Nov 03 09:40:23 GMT 2022","Thu Nov 03 09:41:05 GMT 2022","42585","","Create lessons","","","","should create lesson(text)",""
"passed","Thu Nov 03 09:35:15 GMT 2022","Thu Nov 03 09:35:20 GMT 2022","5246","","Login test","","","","should show landing page",""
"failed","Thu Nov 03 09:41:28 GMT 2022","Thu Nov 03 09:42:05 GMT 2022","37387","","Profile editing","","","","should assert profile page",""
"passed","Thu Nov 03 09:43:26 GMT 2022","Thu Nov 03 09:43:40 GMT 2022","13894","","Create team","","","","should create new team",""
"passed","Thu Nov 03 09:46:17 GMT 2022","Thu Nov 03 09:46:26 GMT 2022","9280","","Clear all created lerning items","","","","delete QA lessons",""
"passed","Thu Nov 03 09:44:45 GMT 2022","Thu Nov 03 09:44:49 GMT 2022","4298","","Search courses","","","","go to curriculums",""
"failed","Thu Nov 03 09:45:15 GMT 2022","Thu Nov 03 09:45:51 GMT 2022","36146","","Check student answers","","","","Check first answer",""
"failed","Thu Nov 03 09:43:03 GMT 2022","Thu Nov 03 09:43:18 GMT 2022","15557","","Create curriculum","","","","should create curriculum",""
"passed","Thu Nov 03 09:42:40 GMT 2022","Thu Nov 03 09:42:55 GMT 2022","15329","","Create course group","","","","should create curriculum",""
"failed","Thu Nov 03 09:37:11 GMT 2022","Thu Nov 03 09:37:46 GMT 2022","34917","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Thu Nov 03 09:39:39 GMT 2022","Thu Nov 03 09:40:23 GMT 2022","43561","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Thu Nov 03 09:44:39 GMT 2022","Thu Nov 03 09:44:45 GMT 2022","6123","","Search courses","","","","search course by name",""
