"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 06 10:09:16 GMT 2022","Sun Nov 06 10:09:47 GMT 2022","31407","","Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Sun Nov 06 10:06:05 GMT 2022","Sun Nov 06 10:06:18 GMT 2022","13203","","Create course group","","","","should create curriculum",""
"passed","Sun Nov 06 10:06:25 GMT 2022","Sun Nov 06 10:06:39 GMT 2022","13762","","Create curriculum","","","","should create curriculum",""
"failed","Sun Nov 06 10:02:04 GMT 2022","Sun Nov 06 10:02:09 GMT 2022","5145","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Sun Nov 06 10:08:01 GMT 2022","Sun Nov 06 10:08:05 GMT 2022","3992","","Search courses","","","","search course by name",""
"failed","Sun Nov 06 10:01:29 GMT 2022","Sun Nov 06 10:02:04 GMT 2022","34471","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Sun Nov 06 10:08:25 GMT 2022","Sun Nov 06 10:09:00 GMT 2022","35838","","Check student answers","","","","Check first answer",""
"passed","Sun Nov 06 10:08:05 GMT 2022","Sun Nov 06 10:08:08 GMT 2022","3531","","Search courses","","","","go to curriculums",""
"failed","Sun Nov 06 10:04:58 GMT 2022","Sun Nov 06 10:05:34 GMT 2022","36121","","Profile editing","","","","should assert profile page",""
"failed","Sun Nov 06 10:03:21 GMT 2022","Sun Nov 06 10:03:59 GMT 2022","38845","","Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Sun Nov 06 10:01:05 GMT 2022","Sun Nov 06 10:01:08 GMT 2022","3082","","Login test","","","","should move to login page and log in",""
"passed","Sun Nov 06 10:08:11 GMT 2022","Sun Nov 06 10:08:11 GMT 2022","609","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Sun Nov 06 10:09:57 GMT 2022","Sun Nov 06 10:10:33 GMT 2022","36298","","Clear all created lerning items","","","","delete QA lessons",""
"passed","Sun Nov 06 10:05:45 GMT 2022","Sun Nov 06 10:05:58 GMT 2022","13698","","Create course","","","","should create course",""
"passed","Sun Nov 06 10:01:01 GMT 2022","Sun Nov 06 10:01:05 GMT 2022","3715","","Login test","","","","should show landing page",""
"passed","Sun Nov 06 10:10:33 GMT 2022","Sun Nov 06 10:10:39 GMT 2022","5641","","Clear all created lerning items","","","","delete QA course",""
"failed","Sun Nov 06 10:11:15 GMT 2022","Sun Nov 06 10:11:21 GMT 2022","5791","","Clear all created lerning items","","","","delete QA course group",""
"failed","Sun Nov 06 10:10:39 GMT 2022","Sun Nov 06 10:11:15 GMT 2022","35907","","Clear all created lerning items","","","","delete QA curriculum",""
"failed","Sun Nov 06 10:07:07 GMT 2022","Sun Nov 06 10:07:40 GMT 2022","32429","","Complete the course which we have created in previous tests","","","","should ",""
"passed","Sun Nov 06 10:07:53 GMT 2022","Sun Nov 06 10:07:58 GMT 2022","5100","","Search courses","","","","open and close course lists",""
"passed","Sun Nov 06 10:07:58 GMT 2022","Sun Nov 06 10:08:01 GMT 2022","2543","","Search courses","","","","select Started Finished and All courses",""
"failed","Sun Nov 06 10:01:24 GMT 2022","Sun Nov 06 10:01:29 GMT 2022","5302","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Sun Nov 06 10:02:09 GMT 2022","Sun Nov 06 10:02:44 GMT 2022","34522","","Invite user by 2 ways","","","","accept invitation",""
"failed","Sun Nov 06 10:03:59 GMT 2022","Sun Nov 06 10:04:40 GMT 2022","40235","","Create lessons","","","","should create lesson(text)",""
"failed","Sun Nov 06 10:01:17 GMT 2022","Sun Nov 06 10:01:18 GMT 2022","410","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Sun Nov 06 10:02:44 GMT 2022","Sun Nov 06 10:02:59 GMT 2022","15397","","Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Sun Nov 06 10:06:46 GMT 2022","Sun Nov 06 10:06:58 GMT 2022","11925","","Create team","","","","should create new team",""
"failed","Sun Nov 06 10:01:16 GMT 2022","Sun Nov 06 10:01:17 GMT 2022","969","","Register user","","","","can generate a new email address and sign up",""
