"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 11 14:17:25 GMT 2022","Fri Nov 11 14:17:37 GMT 2022","12535","","I. Create team","","","","should create new team",""
"passed","Fri Nov 11 14:18:06 GMT 2022","Fri Nov 11 14:18:09 GMT 2022","3177","","K. Search courses","","","","search course by name",""
"failed","Fri Nov 11 14:14:32 GMT 2022","Fri Nov 11 14:14:46 GMT 2022","14860","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"passed","Fri Nov 11 14:16:46 GMT 2022","Fri Nov 11 14:16:59 GMT 2022","13452","","G. Create course group","","","","should create curriculum",""
"passed","Fri Nov 11 14:14:57 GMT 2022","Fri Nov 11 14:15:33 GMT 2022","35762","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"passed","Fri Nov 11 14:19:21 GMT 2022","Fri Nov 11 14:19:35 GMT 2022","14629","","N. Clear all created learning items","","","","delete QA curriculum",""
"failed","Fri Nov 11 14:16:09 GMT 2022","Fri Nov 11 14:16:21 GMT 2022","12470","","E. Profile editing","","","","should assert profile page",""
"passed","Fri Nov 11 14:18:39 GMT 2022","Fri Nov 11 14:18:45 GMT 2022","5303","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Fri Nov 11 14:18:02 GMT 2022","Fri Nov 11 14:18:06 GMT 2022","3697","","K. Search courses","","","","select Started Finished and All courses",""
"passed","Fri Nov 11 14:17:04 GMT 2022","Fri Nov 11 14:17:19 GMT 2022","14747","","H. Create curriculum","","","","should create curriculum",""
"passed","Fri Nov 11 14:13:31 GMT 2022","Fri Nov 11 14:13:37 GMT 2022","5688","","A. Login test","","","","should show landing page",""
"passed","Fri Nov 11 14:13:48 GMT 2022","Fri Nov 11 14:13:55 GMT 2022","6749","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Fri Nov 11 14:16:27 GMT 2022","Fri Nov 11 14:16:40 GMT 2022","13599","","F. Create course","","","","should create course",""
"passed","Fri Nov 11 14:13:37 GMT 2022","Fri Nov 11 14:13:40 GMT 2022","3412","","A. Login test","","","","should move to login page and log in",""
"passed","Fri Nov 11 14:15:33 GMT 2022","Fri Nov 11 14:15:54 GMT 2022","21576","","D. Create lessons","","","","should create lesson(text)",""
"passed","Fri Nov 11 14:14:21 GMT 2022","Fri Nov 11 14:14:32 GMT 2022","10939","","C. Invite user by 2 ways","","","","delete invited user",""
"passed","Fri Nov 11 14:18:49 GMT 2022","Fri Nov 11 14:19:06 GMT 2022","16531","","N. Clear all created learning items","","","","delete QA lessons",""
"passed","Fri Nov 11 14:17:46 GMT 2022","Fri Nov 11 14:17:56 GMT 2022","10074","","J. Complete the course which we have created in previous tests","","","","should ",""
"failed","Fri Nov 11 14:13:55 GMT 2022","Fri Nov 11 14:13:58 GMT 2022","3848","","B. Register user","","","","can receive the confirmation email and extract the code",""
"passed","Fri Nov 11 14:18:09 GMT 2022","Fri Nov 11 14:18:12 GMT 2022","3217","","K. Search courses","","","","go to curriculums",""
"passed","Fri Nov 11 14:14:04 GMT 2022","Fri Nov 11 14:14:17 GMT 2022","13208","","C. Invite user by 2 ways","","","","should invite by user menu",""
"passed","Fri Nov 11 14:18:22 GMT 2022","Fri Nov 11 14:18:30 GMT 2022","8350","","L. Check student answers","","","","Check first answer",""
"passed","Fri Nov 11 14:19:06 GMT 2022","Fri Nov 11 14:19:21 GMT 2022","14733","","N. Clear all created learning items","","","","delete QA course",""
"passed","Fri Nov 11 14:14:17 GMT 2022","Fri Nov 11 14:14:21 GMT 2022","3546","","C. Invite user by 2 ways","","","","accept invitation",""
"passed","Fri Nov 11 14:19:35 GMT 2022","Fri Nov 11 14:19:48 GMT 2022","12438","","N. Clear all created learning items","","","","delete QA course group",""
