"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 07 08:31:41 GMT 2022","Mon Nov 07 08:32:12 GMT 2022","30697","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Mon Nov 07 08:30:46 GMT 2022","Mon Nov 07 08:31:23 GMT 2022","36073","","Check student answers","","","","Check first answer",""
"failed","Mon Nov 07 08:22:30 GMT 2022","Mon Nov 07 08:22:36 GMT 2022","6181","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Mon Nov 07 08:25:21 GMT 2022","Mon Nov 07 08:26:01 GMT 2022","40322","","Create lessons","","","","should create lesson(text)",""
"passed","Mon Nov 07 08:30:09 GMT 2022","Mon Nov 07 08:30:15 GMT 2022","6414","","Search courses","","","","open and close course lists",""
"passed","Mon Nov 07 08:30:23 GMT 2022","Mon Nov 07 08:30:27 GMT 2022","4137","","Search courses","","","","go to curriculums",""
"passed","Mon Nov 07 08:30:18 GMT 2022","Mon Nov 07 08:30:23 GMT 2022","4563","","Search courses","","","","search course by name",""
"failed","Mon Nov 07 08:22:36 GMT 2022","Mon Nov 07 08:23:11 GMT 2022","35006","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Mon Nov 07 08:24:39 GMT 2022","Mon Nov 07 08:25:21 GMT 2022","41766","","Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Mon Nov 07 08:29:27 GMT 2022","Mon Nov 07 08:29:57 GMT 2022","30673","","Complete the course which we have created in previous tests","","","","should ",""
"failed","Mon Nov 07 08:26:24 GMT 2022","Mon Nov 07 08:27:01 GMT 2022","37310","","Profile editing","","","","should assert profile page",""
"passed","Mon Nov 07 08:30:15 GMT 2022","Mon Nov 07 08:30:18 GMT 2022","3040","","Search courses","","","","select Started Finished and All courses",""
"passed","Mon Nov 07 08:29:00 GMT 2022","Mon Nov 07 08:29:14 GMT 2022","14856","","Create team","","","","should create new team",""
"failed","Mon Nov 07 08:22:21 GMT 2022","Mon Nov 07 08:22:22 GMT 2022","736","","Register user","","","","can generate a new email address and sign up",""
"failed","Mon Nov 07 08:23:11 GMT 2022","Mon Nov 07 08:23:19 GMT 2022","7430","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Mon Nov 07 08:22:08 GMT 2022","Mon Nov 07 08:22:12 GMT 2022","4235","","Login test","","","","should move to login page and log in",""
"passed","Mon Nov 07 08:22:01 GMT 2022","Mon Nov 07 08:22:08 GMT 2022","6483","","Login test","","","","should show landing page",""
"failed","Mon Nov 07 08:33:36 GMT 2022","Mon Nov 07 08:34:12 GMT 2022","36340","","Clear all created lerning items","","","","delete QA curriculum",""
"failed","Mon Nov 07 08:32:23 GMT 2022","Mon Nov 07 08:33:01 GMT 2022","37382","","Clear all created lerning items","","","","delete QA lessons",""
"failed","Mon Nov 07 08:23:54 GMT 2022","Mon Nov 07 08:24:12 GMT 2022","17886","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Mon Nov 07 08:33:01 GMT 2022","Mon Nov 07 08:33:36 GMT 2022","35104","","Clear all created lerning items","","","","delete QA course",""
"failed","Mon Nov 07 08:22:22 GMT 2022","Mon Nov 07 08:22:23 GMT 2022","306","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Mon Nov 07 08:34:12 GMT 2022","Mon Nov 07 08:34:19 GMT 2022","6880","","Clear all created lerning items","","","","delete QA course group",""
"passed","Mon Nov 07 08:27:36 GMT 2022","Mon Nov 07 08:27:51 GMT 2022","15578","","Create course group","","","","should create curriculum",""
"failed","Mon Nov 07 08:27:13 GMT 2022","Mon Nov 07 08:27:28 GMT 2022","14716","","Create course","","","","should create course",""
"failed","Mon Nov 07 08:28:00 GMT 2022","Mon Nov 07 08:28:45 GMT 2022","45346","","Create curriculum","","","","should create curriculum",""
"passed","Mon Nov 07 08:30:30 GMT 2022","Mon Nov 07 08:30:30 GMT 2022","753","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Mon Nov 07 08:23:19 GMT 2022","Mon Nov 07 08:23:54 GMT 2022","35480","","Invite user by 2 ways","","","","accept invitation",""
