"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 31 13:04:37 GMT 2022","Mon Oct 31 13:04:40 GMT 2022","3235","","Authenticated student test","","","","should go to curriculums",""
"passed","Mon Oct 31 13:04:22 GMT 2022","Mon Oct 31 13:04:25 GMT 2022","2804","","Authenticated student test","","","","should select Started Finished and All courses",""
"passed","Mon Oct 31 13:03:19 GMT 2022","Mon Oct 31 13:03:23 GMT 2022","3714","","Login test","","","","should show landing page",""
"passed","Mon Oct 31 13:03:49 GMT 2022","Mon Oct 31 13:03:56 GMT 2022","6401","","Authenticated admin test","","","","should invite user to app",""
"passed","Mon Oct 31 13:03:56 GMT 2022","Mon Oct 31 13:04:00 GMT 2022","4781","","Authenticated admin test","","","","should assert profile page",""
"passed","Mon Oct 31 13:04:25 GMT 2022","Mon Oct 31 13:04:29 GMT 2022","4072","","Authenticated student test","","","","should search course by name",""
"failed","Mon Oct 31 13:03:42 GMT 2022","Mon Oct 31 13:03:49 GMT 2022","6691","","Authenticated admin test","","","","should edit created lesson and add question for him",""
"passed","Mon Oct 31 13:04:00 GMT 2022","Mon Oct 31 13:04:04 GMT 2022","3744","","Authenticated admin test","","","","should logout",""
"passed","Mon Oct 31 13:04:17 GMT 2022","Mon Oct 31 13:04:22 GMT 2022","4818","","Authenticated student test","","","","should open and close lists",""
"passed","Mon Oct 31 13:04:40 GMT 2022","Mon Oct 31 13:04:43 GMT 2022","2693","","Authenticated student test","","","","should change language",""
"passed","Mon Oct 31 13:03:35 GMT 2022","Mon Oct 31 13:03:42 GMT 2022","7163","","Authenticated admin test","","","","should create",""
"passed","Mon Oct 31 13:04:29 GMT 2022","Mon Oct 31 13:04:37 GMT 2022","7552","","Authenticated student test","","","","should scroll page, open course and travel him",""
"passed","Mon Oct 31 13:03:23 GMT 2022","Mon Oct 31 13:03:26 GMT 2022","3129","","Login test","","","","should move to login page and log in",""
