"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 30 14:14:28 GMT 2022","Wed Nov 30 14:14:32 GMT 2022","3549","","B. Register user","","","","can receive the confirmation email and extract the code",""
"failed","Wed Nov 30 14:14:48 GMT 2022","Wed Nov 30 14:14:48 GMT 2022","388","","E. Profile editing","","","","should assert profile page",""
"broken","Wed Nov 30 14:14:56 GMT 2022","Wed Nov 30 14:14:56 GMT 2022","439","","G. Create course group","","","","should create course program",""
"passed","Wed Nov 30 14:14:08 GMT 2022","Wed Nov 30 14:14:11 GMT 2022","3166","","A. Login test","","","","should move to login page and log in",""
"passed","Wed Nov 30 14:14:03 GMT 2022","Wed Nov 30 14:14:08 GMT 2022","4283","","A. Login test","","","","should show landing page",""
"broken","Wed Nov 30 14:15:21 GMT 2022","Wed Nov 30 14:15:21 GMT 2022","1","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Wed Nov 30 14:14:19 GMT 2022","Wed Nov 30 14:14:28 GMT 2022","8835","","B. Register user","","","","can generate a new email address and sign up",""
"broken","Wed Nov 30 14:15:04 GMT 2022","Wed Nov 30 14:15:05 GMT 2022","393","","I. Create team","","","","should create new team",""
"broken","Wed Nov 30 14:15:09 GMT 2022","Wed Nov 30 14:15:09 GMT 2022","2","","J. Complete the course which we have created in previous tests","","","","should ",""
"broken","Wed Nov 30 14:15:17 GMT 2022","Wed Nov 30 14:15:17 GMT 2022","2","","L. Check student answers","","","","Check first answer",""
