"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 07 09:41:26 GMT 2022","Mon Nov 07 09:42:07 GMT 2022","40270","","Create lessons","","","","should create lesson(text)",""
"passed","Mon Nov 07 09:38:16 GMT 2022","Mon Nov 07 09:38:20 GMT 2022","3727","","Login test","","","","should move to login page and log in",""
"failed","Mon Nov 07 09:47:42 GMT 2022","Mon Nov 07 09:48:13 GMT 2022","30645","","Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Mon Nov 07 09:48:25 GMT 2022","Mon Nov 07 09:49:02 GMT 2022","37612","","Clear all created lerning items","","","","delete QA lessons",""
"failed","Mon Nov 07 09:49:02 GMT 2022","Mon Nov 07 09:49:38 GMT 2022","35263","","Clear all created lerning items","","","","delete QA course",""
"failed","Mon Nov 07 09:42:28 GMT 2022","Mon Nov 07 09:43:05 GMT 2022","37210","","Profile editing","","","","should assert profile page",""
"failed","Mon Nov 07 09:49:38 GMT 2022","Mon Nov 07 09:50:15 GMT 2022","37026","","Clear all created lerning items","","","","delete QA curriculum",""
"passed","Mon Nov 07 09:38:11 GMT 2022","Mon Nov 07 09:38:16 GMT 2022","4967","","Login test","","","","should show landing page",""
"failed","Mon Nov 07 09:50:15 GMT 2022","Mon Nov 07 09:50:23 GMT 2022","8235","","Clear all created lerning items","","","","delete QA course group",""
"failed","Mon Nov 07 09:40:00 GMT 2022","Mon Nov 07 09:40:18 GMT 2022","17669","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Mon Nov 07 09:39:18 GMT 2022","Mon Nov 07 09:39:25 GMT 2022","6965","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Mon Nov 07 09:43:40 GMT 2022","Mon Nov 07 09:43:55 GMT 2022","15007","","Create course group","","","","should create curriculum",""
"passed","Mon Nov 07 09:46:25 GMT 2022","Mon Nov 07 09:46:29 GMT 2022","3820","","Search courses","","","","go to curriculums",""
"passed","Mon Nov 07 09:46:11 GMT 2022","Mon Nov 07 09:46:17 GMT 2022","6019","","Search courses","","","","open and close course lists",""
"passed","Mon Nov 07 09:46:32 GMT 2022","Mon Nov 07 09:46:33 GMT 2022","1222","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Mon Nov 07 09:38:29 GMT 2022","Mon Nov 07 09:38:30 GMT 2022","297","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Mon Nov 07 09:38:37 GMT 2022","Mon Nov 07 09:38:43 GMT 2022","6009","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Mon Nov 07 09:38:29 GMT 2022","Mon Nov 07 09:38:29 GMT 2022","584","","Register user","","","","can generate a new email address and sign up",""
"failed","Mon Nov 07 09:43:17 GMT 2022","Mon Nov 07 09:43:32 GMT 2022","14697","","Create course","","","","should create course",""
"passed","Mon Nov 07 09:46:17 GMT 2022","Mon Nov 07 09:46:20 GMT 2022","3075","","Search courses","","","","select Started Finished and All courses",""
"passed","Mon Nov 07 09:45:02 GMT 2022","Mon Nov 07 09:45:17 GMT 2022","14742","","Create team","","","","should create new team",""
"failed","Mon Nov 07 09:46:49 GMT 2022","Mon Nov 07 09:47:25 GMT 2022","35976","","Check student answers","","","","Check first answer",""
"failed","Mon Nov 07 09:38:43 GMT 2022","Mon Nov 07 09:39:18 GMT 2022","34898","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Mon Nov 07 09:44:03 GMT 2022","Mon Nov 07 09:44:48 GMT 2022","45369","","Create curriculum","","","","should create curriculum",""
"passed","Mon Nov 07 09:46:20 GMT 2022","Mon Nov 07 09:46:25 GMT 2022","4499","","Search courses","","","","search course by name",""
"failed","Mon Nov 07 09:45:29 GMT 2022","Mon Nov 07 09:46:00 GMT 2022","30939","","Complete the course which we have created in previous tests","","","","should ",""
"failed","Mon Nov 07 09:40:44 GMT 2022","Mon Nov 07 09:41:26 GMT 2022","41802","","Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Mon Nov 07 09:39:25 GMT 2022","Mon Nov 07 09:40:00 GMT 2022","35188","","Invite user by 2 ways","","","","accept invitation",""
