"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 07 13:49:10 GMT 2022","Mon Nov 07 13:49:15 GMT 2022","4720","","9. Search courses","","","","search course by name",""
"skipped","Mon Nov 07 13:51:20 GMT 2022","Mon Nov 07 13:51:20 GMT 2022","1","","12. Clear all created learning items","","","","delete QA course group",""
"passed","Mon Nov 07 13:49:15 GMT 2022","Mon Nov 07 13:49:19 GMT 2022","3550","","9. Search courses","","","","go to curriculums",""
"passed","Mon Nov 07 13:49:03 GMT 2022","Mon Nov 07 13:49:07 GMT 2022","4713","","9. Search courses","","","","open and close course lists",""
"passed","Mon Nov 07 13:47:31 GMT 2022","Mon Nov 07 13:47:46 GMT 2022","14953","","5. Create course group","","","","should create curriculum",""
"passed","Mon Nov 07 13:49:21 GMT 2022","Mon Nov 07 13:49:22 GMT 2022","1160","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Mon Nov 07 13:50:07 GMT 2022","Mon Nov 07 13:50:41 GMT 2022","33723","","11. Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Mon Nov 07 13:42:53 GMT 2022","Mon Nov 07 13:42:56 GMT 2022","3706","","Login test","","","","should move to login page and log in",""
"failed","Mon Nov 07 13:43:56 GMT 2022","Mon Nov 07 13:44:02 GMT 2022","5918","","1. Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"passed","Mon Nov 07 13:50:54 GMT 2022","Mon Nov 07 13:51:08 GMT 2022","14502","","12. Clear all created learning items","","","","delete QA course",""
"failed","Mon Nov 07 13:46:46 GMT 2022","Mon Nov 07 13:47:00 GMT 2022","13338","","3. Profile editing","","","","should assert profile page",""
"passed","Mon Nov 07 13:45:22 GMT 2022","Mon Nov 07 13:46:03 GMT 2022","41119","","2. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Mon Nov 07 13:49:37 GMT 2022","Mon Nov 07 13:49:54 GMT 2022","16655","","10. Check student answers","","","","Check first answer",""
"passed","Mon Nov 07 13:46:03 GMT 2022","Mon Nov 07 13:46:27 GMT 2022","23746","","2. Create lessons","","","","should create lesson(text)",""
"failed","Mon Nov 07 13:43:15 GMT 2022","Mon Nov 07 13:43:21 GMT 2022","6484","","1. Invite user by 2 ways","","","","can generate a new email address",""
"failed","Mon Nov 07 13:43:21 GMT 2022","Mon Nov 07 13:43:56 GMT 2022","35151","","1. Invite user by 2 ways","","","","should invite by user menu",""
"passed","Mon Nov 07 13:47:54 GMT 2022","Mon Nov 07 13:48:10 GMT 2022","16217","","6. Create curriculum","","","","should create curriculum",""
"passed","Mon Nov 07 13:49:08 GMT 2022","Mon Nov 07 13:49:10 GMT 2022","2890","","9. Search courses","","","","select Started Finished and All courses",""
"failed","Mon Nov 07 13:43:07 GMT 2022","Mon Nov 07 13:43:07 GMT 2022","437","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Mon Nov 07 13:43:06 GMT 2022","Mon Nov 07 13:43:07 GMT 2022","953","","Register user","","","","can generate a new email address and sign up",""
"passed","Mon Nov 07 13:48:19 GMT 2022","Mon Nov 07 13:48:32 GMT 2022","13680","","7. Create team","","","","should create new team",""
"passed","Mon Nov 07 13:47:08 GMT 2022","Mon Nov 07 13:47:22 GMT 2022","14773","","4. Create course","","","","should create course",""
"passed","Mon Nov 07 13:42:48 GMT 2022","Mon Nov 07 13:42:53 GMT 2022","4749","","Login test","","","","should show landing page",""
"broken","Mon Nov 07 13:51:08 GMT 2022","Mon Nov 07 13:51:20 GMT 2022","11763","","12. Clear all created learning items","","","","delete QA curriculum",""
"failed","Mon Nov 07 13:44:38 GMT 2022","Mon Nov 07 13:44:55 GMT 2022","17602","","1. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Mon Nov 07 13:44:02 GMT 2022","Mon Nov 07 13:44:38 GMT 2022","35160","","1. Invite user by 2 ways","","","","accept invitation",""
"passed","Mon Nov 07 13:48:44 GMT 2022","Mon Nov 07 13:48:54 GMT 2022","10337","","8. Complete the course which we have created in previous tests","","","","should ",""
