"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Nov 04 20:49:58 GMT 2022","Fri Nov 04 20:50:05 GMT 2022","6955","","Clear all created lerning items","","","","delete QA course group",""
"failed","Fri Nov 04 20:45:35 GMT 2022","Fri Nov 04 20:46:10 GMT 2022","35521","","Search courses","","","","open and close course lists",""
"passed","Fri Nov 04 20:37:01 GMT 2022","Fri Nov 04 20:37:05 GMT 2022","4047","","Login test","","","","should move to login page and log in",""
"failed","Fri Nov 04 20:38:06 GMT 2022","Fri Nov 04 20:38:13 GMT 2022","7261","","Invite user by 2 ways","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 20:37:15 GMT 2022","Fri Nov 04 20:37:16 GMT 2022","789","","Register user","","","","can generate a new email address and sign up",""
"failed","Fri Nov 04 20:38:13 GMT 2022","Fri Nov 04 20:38:49 GMT 2022","35414","","Invite user by 2 ways","","","","accept invitation",""
"failed","Fri Nov 04 20:46:55 GMT 2022","Fri Nov 04 20:47:31 GMT 2022","36297","","Check student answers","","","","Check first answer",""
"failed","Fri Nov 04 20:47:51 GMT 2022","Fri Nov 04 20:48:22 GMT 2022","30748","","Assert answers were checked by teacher","","","","assert that answers were created",""
"passed","Fri Nov 04 20:46:21 GMT 2022","Fri Nov 04 20:46:26 GMT 2022","5108","","Search courses","","","","go to curriculums",""
"failed","Fri Nov 04 20:37:31 GMT 2022","Fri Nov 04 20:38:06 GMT 2022","35251","","Invite user by 2 ways","","","","should invite by user menu",""
"failed","Fri Nov 04 20:37:25 GMT 2022","Fri Nov 04 20:37:31 GMT 2022","6191","","Invite user by 2 ways","","","","can generate a new email address",""
"failed","Fri Nov 04 20:44:51 GMT 2022","Fri Nov 04 20:45:22 GMT 2022","30847","","Complete the course which we have created in previous tests","","","","should ",""
"failed","Fri Nov 04 20:49:21 GMT 2022","Fri Nov 04 20:49:58 GMT 2022","36781","","Clear all created lerning items","","","","delete QA curriculum",""
"passed","Fri Nov 04 20:42:55 GMT 2022","Fri Nov 04 20:43:10 GMT 2022","15446","","Create course group","","","","should create curriculum",""
"passed","Fri Nov 04 20:46:10 GMT 2022","Fri Nov 04 20:46:15 GMT 2022","4896","","Search courses","","","","select Started Finished and All courses",""
"passed","Fri Nov 04 20:40:48 GMT 2022","Fri Nov 04 20:41:12 GMT 2022","24523","","Create lessons","","","","should create lesson(text)",""
"failed","Fri Nov 04 20:38:49 GMT 2022","Fri Nov 04 20:39:07 GMT 2022","18551","","Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Fri Nov 04 20:37:16 GMT 2022","Fri Nov 04 20:37:17 GMT 2022","331","","Register user","","","","can receive the confirmation email and extract the code",""
"failed","Fri Nov 04 20:48:46 GMT 2022","Fri Nov 04 20:49:21 GMT 2022","35321","","Clear all created lerning items","","","","delete QA course",""
"failed","Fri Nov 04 20:39:38 GMT 2022","Fri Nov 04 20:40:48 GMT 2022","69987","","Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Fri Nov 04 20:42:30 GMT 2022","Fri Nov 04 20:42:46 GMT 2022","15678","","Create course","","","","should create course",""
"passed","Fri Nov 04 20:48:35 GMT 2022","Fri Nov 04 20:48:46 GMT 2022","10450","","Clear all created lerning items","","","","delete QA lessons",""
"passed","Fri Nov 04 20:46:29 GMT 2022","Fri Nov 04 20:46:31 GMT 2022","1386","","Search curriculums","","","","go to curriculums and search them by name",""
"failed","Fri Nov 04 20:41:40 GMT 2022","Fri Nov 04 20:42:17 GMT 2022","36813","","Profile editing","","","","should assert profile page",""
"passed","Fri Nov 04 20:36:56 GMT 2022","Fri Nov 04 20:37:01 GMT 2022","5262","","Login test","","","","should show landing page",""
"passed","Fri Nov 04 20:46:15 GMT 2022","Fri Nov 04 20:46:21 GMT 2022","6261","","Search courses","","","","search course by name",""
"passed","Fri Nov 04 20:44:21 GMT 2022","Fri Nov 04 20:44:38 GMT 2022","16232","","Create team","","","","should create new team",""
"failed","Fri Nov 04 20:43:19 GMT 2022","Fri Nov 04 20:44:05 GMT 2022","46359","","Create curriculum","","","","should create curriculum",""
