"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Nov 20 15:04:46 GMT 2022","Sun Nov 20 15:04:46 GMT 2022","2","","L. Check student answers","","","","Check first answer",""
"passed","Sun Nov 20 15:03:51 GMT 2022","Sun Nov 20 15:03:57 GMT 2022","6389","","B. Register user","","","","can generate a new email address and sign up",""
"passed","Sun Nov 20 15:03:38 GMT 2022","Sun Nov 20 15:03:42 GMT 2022","4126","","A. Login test","","","","should move to login page and log in",""
"skipped","Sun Nov 20 15:04:54 GMT 2022","Sun Nov 20 15:04:54 GMT 2022","3","","N. Clear all created learning items","","","","delete QA course group",""
"skipped","Sun Nov 20 15:04:54 GMT 2022","Sun Nov 20 15:04:54 GMT 2022","0","","N. Clear all created learning items","","","","delete QA course",""
"failed","Sun Nov 20 15:04:21 GMT 2022","Sun Nov 20 15:04:21 GMT 2022","219","","F. Create course","","","","should create course",""
"passed","Sun Nov 20 15:03:32 GMT 2022","Sun Nov 20 15:03:38 GMT 2022","5995","","A. Login test","","","","should show landing page",""
"broken","Sun Nov 20 15:04:29 GMT 2022","Sun Nov 20 15:04:29 GMT 2022","256","","H. Create curriculum","","","","should create curriculum",""
"skipped","Sun Nov 20 15:04:41 GMT 2022","Sun Nov 20 15:04:41 GMT 2022","0","","K. Search courses","","","","search course by name",""
"failed","Sun Nov 20 15:04:17 GMT 2022","Sun Nov 20 15:04:17 GMT 2022","213","","E. Profile editing","","","","should assert profile page",""
"broken","Sun Nov 20 15:04:37 GMT 2022","Sun Nov 20 15:04:37 GMT 2022","4","","J. Complete the course which we have created in previous tests","","","","should ",""
"skipped","Sun Nov 20 15:04:54 GMT 2022","Sun Nov 20 15:04:54 GMT 2022","0","","N. Clear all created learning items","","","","delete QA curriculum",""
"broken","Sun Nov 20 15:04:41 GMT 2022","Sun Nov 20 15:04:41 GMT 2022","245","","K. Search courses","","","","select Started Finished and All courses",""
"skipped","Sun Nov 20 15:04:41 GMT 2022","Sun Nov 20 15:04:41 GMT 2022","0","","K. Search courses","","","","go to curriculums",""
"failed","Sun Nov 20 15:04:08 GMT 2022","Sun Nov 20 15:04:09 GMT 2022","318","","C. Invite user by 2 ways","","","","delete invited user",""
"failed","Sun Nov 20 15:03:57 GMT 2022","Sun Nov 20 15:04:01 GMT 2022","4125","","B. Register user","","","","can receive the confirmation email and extract the code",""
"failed","Sun Nov 20 15:04:08 GMT 2022","Sun Nov 20 15:04:08 GMT 2022","208","","C. Invite user by 2 ways","","","","should invite by user menu",""
"broken","Sun Nov 20 15:04:33 GMT 2022","Sun Nov 20 15:04:33 GMT 2022","217","","I. Create team","","","","should create new team",""
"failed","Sun Nov 20 15:04:13 GMT 2022","Sun Nov 20 15:04:13 GMT 2022","242","","D. Create lessons","","","","should create lesson(checkbox + radio)",""
"failed","Sun Nov 20 15:04:13 GMT 2022","Sun Nov 20 15:04:14 GMT 2022","274","","D. Create lessons","","","","should create lesson(text)",""
"broken","Sun Nov 20 15:04:50 GMT 2022","Sun Nov 20 15:04:50 GMT 2022","2","","M. Assert answers were checked by teacher","","","","assert that answers were created",""
"failed","Sun Nov 20 15:04:09 GMT 2022","Sun Nov 20 15:04:09 GMT 2022","262","","C. Invite user by 2 ways","","","","should invite by admin tools",""
"failed","Sun Nov 20 15:04:08 GMT 2022","Sun Nov 20 15:04:08 GMT 2022","190","","C. Invite user by 2 ways","","","","accept invitation",""
"broken","Sun Nov 20 15:04:25 GMT 2022","Sun Nov 20 15:04:25 GMT 2022","212","","G. Create course group","","","","should create curriculum",""
"broken","Sun Nov 20 15:04:54 GMT 2022","Sun Nov 20 15:04:54 GMT 2022","217","","N. Clear all created learning items","","","","delete QA lessons",""
